,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2006 - 44G0,0.0,0.0,0.0,0.0,11.05,10.98,18.78,4.18,0.31,0.0,0.0,0.0,0.0,34.25
2006 - 44G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006 - 44G7,3265.61,3002.23,166.86,137.0,109.79,63.28,69.17,383.4,395.68,29.69,29.24,47.92,84.52,1102.9
2006 - 44G8,1377.95,1322.85,46.02,35.16,692.49,79.69,0.0,403.05,90.68,23.81,23.81,0.0,14.65,635.69
2006 - 44G9,2260.22,1881.67,117.16,80.33,662.66,932.18,614.13,3326.5,858.37,262.33,77.36,68.65,312.9,6452.42
2006 - 44H0,3088.79,2611.26,169.58,121.59,228.62,761.71,239.53,4610.19,1681.28,811.63,279.97,119.66,313.19,8817.16
2006 - 44H1,193.87,21.94,2.07,0.07,1569.99,1977.78,35.75,1877.25,261.34,140.8,50.34,21.89,59.07,4424.22
2006 - 45G7,2764.95,2402.65,134.54,106.2,948.95,208.49,302.56,596.4,620.44,108.14,163.01,41.24,67.88,2108.16
2006 - 45G8,3169.74,3108.06,195.21,164.35,200.62,61.93,81.99,893.11,185.81,28.19,12.82,69.17,125.57,1458.59
2006 - 45G9,2521.77,2304.3,143.41,120.67,4551.53,330.64,72.95,2132.69,175.32,17.22,311.38,0.0,72.48,3112.68
2006 - 45H0,2922.91,2490.08,124.28,95.55,972.98,861.27,416.04,2170.31,804.27,107.65,87.13,49.89,82.34,4578.9
2006 - 45H1,414.88,313.53,7.63,4.62,9912.73,3663.63,1966.89,10602.16,2641.75,109.11,122.59,66.28,20.68,19193.09
2006 - 46G8,2475.01,2310.97,231.63,210.36,1476.13,236.13,32.3,833.58,261.15,22.36,95.49,27.69,19.97,1528.67
2006 - 46G9,3067.12,3002.5,195.06,169.88,1497.59,420.08,33.6,1102.72,846.46,10.5,5.25,33.6,19.95,2472.16
2006 - 46H0,3210.72,3182.03,201.67,171.57,452.06,300.76,251.74,1710.68,418.4,283.76,69.52,0.0,65.95,3100.81
2006 - 46H1,1610.58,1300.0,32.92,20.31,2032.32,1413.74,290.27,3215.7,1037.4,49.36,81.06,26.32,19.74,6133.59
2006 - 46H2,0.0,0.0,0.0,0.0,4073.15,440.72,40.45,375.71,76.23,3.0,6.01,0.0,0.0,942.12
2006 - 47G9,1518.46,1265.18,35.88,24.45,340.82,180.59,156.48,764.87,287.07,175.75,105.54,2.76,108.06,1781.12
2006 - 47H0,2502.3,1961.85,84.93,60.81,1107.2,652.64,65.4,2698.43,1240.42,127.79,62.93,6.12,27.98,4881.71
2006 - 47H1,2816.5,2261.95,109.91,73.64,178.54,1500.92,527.32,6161.85,2145.6,125.61,316.69,55.54,97.2,10930.73
2006 - 47H2,1568.56,1067.42,34.84,18.13,466.22,2614.09,760.37,8840.48,2989.05,165.15,405.19,65.54,114.69,15954.56
2006 - 47H3,879.09,661.93,18.14,7.22,1481.36,2512.97,836.53,3133.43,1342.67,167.24,39.99,13.13,43.33,8089.29
2006 - 47H4,34.96,27.97,0.72,0.31,432.66,184.8,52.1,191.11,85.4,13.27,8.15,0.67,3.96,539.46
2006 - 48G9,10.48,0.0,0.05,0.0,4.97,11.06,0.0,28.14,21.74,8.64,24.31,7.92,22.82,124.63
2006 - 48H3,700.81,300.08,11.96,1.74,299.54,3518.67,1200.42,4093.21,1869.4,217.74,79.99,14.36,43.09,11036.88
2006 - 48H4,73.31,20.96,1.23,0.22,4813.76,7385.4,3052.71,10544.33,4768.66,546.72,157.11,46.71,158.35,26659.99
2006 - 48H5,856.77,93.45,10.73,0.22,1092.68,4353.37,654.03,2314.36,1035.63,95.88,20.29,10.14,30.43,8514.13
2006 - 48H6,1389.17,276.65,22.27,1.24,1137.66,2952.69,511.22,1906.88,817.48,86.57,12.79,6.39,19.19,6313.21
2006 - 49H5,51.61,0.0,0.19,0.0,682.88,2441.5,317.39,1158.89,516.47,46.41,5.13,2.56,7.7,4496.05
2006 - 49H6,556.68,10.32,4.97,0.02,2286.72,4704.85,843.29,3272.67,1368.19,154.2,14.08,7.04,21.12,10385.44
2007 - 37G0,4.0,0.0,0.0,0.0,0.29,1.46,0.16,0.32,0.1,0.01,0.0,0.0,0.0,2.05
2007 - 37G1,630.65,0.0,1.07,0.0,55.01,267.97,23.57,47.21,21.48,2.61,0.0,0.0,0.0,362.84
2007 - 37G2,4.02,0.0,0.0,0.0,47.82,433.07,51.44,31.01,4.02,1.22,0.08,0.0,0.0,520.84
2007 - 37G3,0.0,0.0,0.0,0.0,202.09,196.96,21.37,3.74,0.22,0.22,0.0,0.0,0.0,222.51
2007 - 37G4,0.0,0.0,0.0,0.0,148.15,443.06,51.23,23.43,2.71,1.44,0.0,0.0,0.0,521.87
2007 - 37G5,252.13,24.0,1.36,0.03,1.16,25.56,10.44,6.23,12.61,5.81,2.18,0.0,0.0,62.83
2007 - 37G8,4.0,0.0,0.0,0.0,0.06,2.99,1.28,0.44,0.17,0.05,0.01,0.0,0.0,4.94
2007 - 37G9,0.0,0.0,0.0,0.0,1308.63,148.54,83.11,22.54,12.73,1.33,2.12,0.0,0.0,270.37
2007 - 38G0,942.58,0.0,2.86,0.0,17.32,31.58,2.23,2.74,1.08,0.1,0.0,0.0,0.0,37.73
2007 - 38G1,279.29,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007 - 38G2,0.0,0.0,0.0,0.0,113.54,399.27,56.22,46.59,8.79,2.22,0.17,0.0,0.0,513.26
2007 - 38G3,740.55,368.04,5.69,0.55,82.03,1322.42,177.87,133.46,23.05,7.57,0.18,0.0,0.0,1664.55
2007 - 38G4,345.56,23.71,1.06,0.04,73.12,900.36,105.04,58.13,7.27,3.53,0.0,0.0,0.0,1074.33
2007 - 38G5,2864.34,702.02,45.55,2.7,0.0,196.18,66.12,31.63,69.02,37.44,7.62,0.0,0.0,408.01
2007 - 38G6,289.28,39.7,3.67,0.05,10.22,114.42,35.51,14.75,28.95,15.67,3.48,0.0,0.0,212.78
2007 - 38G7,0.0,0.0,0.0,0.0,0.75,35.97,9.71,2.89,4.15,2.93,0.59,0.0,0.0,56.24
2007 - 38G8,638.49,134.53,14.73,1.06,0.78,13.49,6.04,3.12,2.0,0.31,0.26,0.0,0.0,25.22
2007 - 38G9,1245.97,939.41,38.14,17.14,274.98,1538.24,616.79,82.77,286.72,28.67,1.64,0.0,4.35,2559.18
2007 - 39F9,31.46,0.0,0.05,0.0,37.37,1.97,0.02,0.01,0.01,0.0,0.0,0.0,0.0,2.01
2007 - 39G0,160.52,0.0,0.33,0.0,2.43,1.51,0.27,0.66,0.18,0.03,0.0,0.0,0.0,2.65
2007 - 39G1,102.06,0.0,0.35,0.0,0.0,26.02,4.52,16.97,3.39,1.13,0.0,0.0,0.0,52.03
2007 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2007 - 39G3,1266.57,307.52,8.17,0.31,10.33,839.35,194.93,253.81,56.3,11.52,1.55,0.0,0.0,1357.46
2007 - 39G4,1521.46,445.93,12.44,2.17,,,,,,,,,,
2007 - 39G5,2997.62,1682.5,73.17,22.85,0.0,774.42,149.2,24.89,118.69,13.99,14.45,7.22,5.83,1108.69
2007 - 39G6,1791.03,329.8,27.49,2.32,3.1,122.33,38.77,16.16,30.59,16.7,4.36,0.0,0.0,228.91
2007 - 39G7,1359.29,0.0,19.37,0.0,3.12,139.5,42.45,16.47,28.38,15.85,4.24,0.0,0.0,246.89
2007 - 39G8,3295.16,203.37,63.92,1.11,0.2,47.71,22.18,10.62,5.96,1.84,0.49,0.0,0.0,88.8
2007 - 39G9,2600.83,829.57,48.46,7.43,3.69,446.76,417.15,36.7,181.04,44.7,6.12,0.7,3.6,1136.77
2007 - 39H0,0.0,0.0,0.0,0.0,1280.34,1459.17,806.8,70.2,301.5,34.84,11.72,0.0,0.0,2684.23
2007 - 40F9,0.0,0.0,0.0,0.0,0.11,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.18
2007 - 40G0,135.49,0.0,0.42,0.0,1.69,2.65,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.74
2007 - 40G1,73.2,0.0,0.22,0.0,0.65,1.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.05
2007 - 40G2,131.35,0.0,0.46,0.0,1.44,80.78,31.54,12.79,3.58,0.49,0.0,0.22,0.0,129.4
2007 - 40G4,525.2,225.82,5.97,1.36,5.68,52.25,18.7,11.49,29.46,31.5,4.78,0.9,37.88,186.96
2007 - 40G5,249.25,101.3,3.49,1.12,0.45,7.5,3.8,0.94,10.11,3.19,2.22,0.22,0.9,28.88
2007 - 40G6,0.0,0.0,0.0,0.0,5.14,136.22,51.13,19.88,92.57,40.22,12.39,21.19,4.29,377.89
2007 - 40G7,3.9,0.0,0.0,0.0,0.83,198.31,56.8,4.53,134.35,11.06,5.48,6.37,0.0,416.9
2007 - 40G8,2856.06,2281.73,91.72,48.05,0.32,81.87,41.69,26.43,20.53,6.66,2.5,0.0,0.0,179.68
2007 - 40G9,2120.75,980.32,32.7,13.49,5.46,231.19,130.53,28.68,98.08,18.5,2.29,1.99,7.04,518.3
2007 - 40H0,0.0,0.0,0.0,0.0,26.79,354.5,224.8,601.8,335.4,46.8,62.7,48.6,30.5,1705.1
2007 - 41G0,498.79,0.0,1.87,0.0,,,,,,,,,,
2007 - 41G1,2104.81,0.0,9.53,0.0,0.0,6.05,0.97,0.97,0.03,0.03,0.0,0.0,0.0,8.05
2007 - 41G2,1248.5,0.0,8.62,0.0,,,,,,,,,,
2007 - 41G6,0.0,0.0,0.0,0.0,33.78,739.24,101.35,0.0,560.85,332.45,0.0,6.75,77.03,1817.67
2007 - 41G7,0.0,0.0,0.0,0.0,0.17,4.72,1.47,0.39,7.77,2.24,0.12,0.23,0.4,17.34
2007 - 41G9,2939.11,2356.75,117.74,77.86,13.25,32.11,50.1,12.19,37.39,15.26,12.22,2.85,2.44,164.56
2007 - 41H0,377.35,95.08,4.85,0.46,4.02,18.21,61.53,14.95,43.78,17.1,12.49,4.15,1.41,173.62
2007 - 42G1,0.0,0.0,0.0,0.0,0.14,80.98,3.06,3.43,0.56,0.14,0.0,0.0,0.0,88.17
2007 - 42G2,155.48,0.0,0.13,0.0,1.86,56.36,21.37,51.55,9.71,1.75,0.0,0.0,0.0,140.74
2007 - 42G6,0.0,0.0,0.0,0.0,2.92,375.19,12.56,1.46,37.4,10.22,0.0,0.0,0.0,436.83
2007 - 42G7,1626.69,861.43,30.35,13.79,3.32,54.6,7.58,2.65,32.07,12.26,3.39,3.5,5.57,121.62
2007 - 42G8,788.74,603.82,30.34,18.41,0.0,1.39,2.09,0.69,2.56,1.63,0.23,0.0,0.23,8.82
2007 - 42G9,3397.22,3397.22,273.9,232.58,1.21,9.28,2.12,1.09,3.23,0.84,0.6,0.12,0.09,17.37
2007 - 42H0,1657.03,1305.63,75.85,55.36,28.55,109.49,175.9,25.7,161.58,80.61,10.87,13.51,6.59,584.25
2007 - 43G1,0.0,0.0,0.0,0.0,0.0,90.13,14.45,43.21,9.49,2.2,0.0,0.0,0.0,159.48
2007 - 43G2,0.0,0.0,0.0,0.0,0.19,5.71,0.74,0.62,0.03,0.04,0.0,0.0,0.0,7.14
2007 - 43G7,2451.0,1881.15,72.56,36.95,3.02,426.85,127.47,54.01,303.34,102.61,3.38,0.0,12.24,1029.9
2007 - 43G8,549.21,127.19,13.85,2.49,40.27,364.85,38.66,63.62,526.74,67.65,34.63,0.0,27.38,1123.53
2007 - 43G9,3240.74,2925.32,291.7,219.34,3.11,58.5,47.89,5.24,89.48,37.17,22.13,4.03,2.3,266.74
2007 - 43H0,2424.41,2159.93,215.33,185.34,0.0,55.86,119.73,74.02,182.3,77.58,26.32,2.81,14.75,553.37
2007 - 43H1,230.0,0.0,1.21,0.0,31.15,2784.84,1435.96,467.21,1442.12,62.29,130.82,31.15,62.29,6416.68
2007 - 44G0,0.0,0.0,0.0,0.0,0.22,35.64,4.93,1.66,0.13,0.02,0.0,0.0,0.0,42.38
2007 - 44G1,0.0,0.0,0.0,0.0,0.9,143.03,19.79,6.67,0.51,0.08,0.0,0.0,0.0,170.08
2007 - 44G7,3258.3,3009.11,153.7,115.79,281.02,383.93,315.67,32.05,287.42,120.16,3.52,9.13,37.77,1189.65
2007 - 44G8,1348.58,1264.17,44.79,28.18,7.24,67.28,112.49,24.23,101.28,64.74,0.0,0.0,4.34,374.36
2007 - 44G9,2139.71,1716.62,105.28,67.88,35.34,204.9,242.31,61.48,231.22,103.72,45.82,9.76,79.93,979.14
2007 - 44H0,2860.44,2610.66,149.23,109.52,5.06,156.04,247.84,121.11,279.76,109.42,30.56,5.12,18.56,968.41
2007 - 44H1,135.31,29.22,1.48,0.12,16.17,2099.04,1282.85,375.32,1362.78,169.77,74.6,14.89,68.14,5447.39
2007 - 45G7,2308.49,2029.93,100.24,76.41,590.07,208.92,128.66,20.58,251.92,69.08,9.24,0.74,38.72,727.86
2007 - 45G8,3220.5,3137.07,198.72,156.24,344.44,972.63,560.35,5.13,512.7,196.74,0.0,21.25,15.92,2284.72
2007 - 45G9,2416.37,2199.15,129.22,99.94,18.6,50.15,14.22,2.9,19.77,4.34,0.48,0.72,2.68,95.26
2007 - 45H0,2937.64,2745.25,87.33,73.44,10.34,925.95,852.8,301.78,946.29,470.8,62.34,17.73,74.85,3652.54
2007 - 45H1,490.78,266.84,6.99,2.92,35.36,3296.06,3316.4,1125.54,3590.18,1834.21,210.16,40.34,191.93,13604.82
2007 - 46G8,2389.35,2129.09,224.79,194.82,59.4,207.22,299.04,80.06,439.86,227.61,80.04,36.64,83.79,1454.26
2007 - 46G9,3070.69,2977.39,199.76,156.2,676.87,419.49,320.9,5.85,144.48,129.52,0.0,0.0,52.67,1072.91
2007 - 46H0,3203.53,3164.06,197.36,158.98,319.81,445.64,319.17,45.79,408.07,133.64,12.5,9.52,15.48,1389.81
2007 - 46H1,1778.82,1203.25,34.86,18.87,339.21,4317.87,1328.74,727.9,2440.94,907.83,3.56,6.69,79.61,9813.14
2007 - 46H2,0.0,0.0,0.0,0.0,114.57,2316.02,715.47,372.83,1186.03,474.87,3.21,6.43,57.22,5132.08
2007 - 47G9,1416.55,1096.04,34.42,20.0,1152.97,107.54,34.52,15.41,114.03,90.94,9.24,5.22,8.49,385.39
2007 - 47H0,2365.61,1824.75,78.97,53.21,1496.0,1921.51,667.85,83.33,679.33,425.14,17.16,56.12,86.94,3937.38
2007 - 47H1,2749.99,2279.27,98.45,67.67,1088.26,903.6,268.03,156.51,524.58,191.67,4.06,5.56,27.12,2081.13
2007 - 47H2,1586.47,1207.62,38.63,21.55,158.24,1643.03,464.19,248.85,816.16,307.09,3.21,4.71,32.13,3519.37
2007 - 47H3,991.55,756.52,18.55,9.83,488.09,372.11,222.58,48.47,136.03,65.3,7.9,6.68,13.5,872.57
2007 - 48G9,0.0,0.0,0.0,0.0,1217.84,286.11,110.83,27.55,128.7,88.71,8.74,0.0,10.87,661.51
2007 - 48H0,24.41,0.0,0.11,0.0,2382.24,1105.08,268.36,123.54,431.11,185.44,4.84,5.79,19.31,2143.47
2007 - 48H1,139.63,27.93,2.0,0.06,1707.3,2463.32,609.14,325.62,1086.85,420.09,10.3,14.57,68.83,4998.72
2007 - 48H2,122.19,73.31,0.69,0.53,609.41,8349.85,2225.35,1064.44,3475.91,1364.71,7.87,11.54,100.68,16600.35
2007 - 48H3,495.15,491.67,3.03,2.83,980.79,4916.78,4240.86,1021.16,3673.56,1429.82,134.7,82.72,237.29,15736.89
2007 - 48H4,1230.48,521.84,18.27,4.66,51.88,3628.4,2309.11,479.52,1690.73,778.97,38.23,24.06,71.53,9020.55
2007 - 48H5,1926.39,1050.57,37.62,10.61,45.79,1772.12,1075.39,208.9,745.18,373.1,16.06,12.56,29.64,4232.95
2007 - 48H6,1614.38,252.68,26.89,1.3,197.5,1320.35,1150.86,230.5,921.44,406.62,28.85,21.71,50.76,4131.09
2007 - 49G9,0.0,0.0,0.0,0.0,152.93,26.35,11.26,0.0,21.33,17.5,0.0,0.0,3.01,79.45
2007 - 49H6,419.38,0.0,4.0,0.0,15.11,1017.94,789.69,160.33,615.89,279.56,21.22,15.85,37.17,2937.65
2007 - 50G7,0.0,0.0,0.0,0.0,0.0,159.12,46.57,53.36,254.22,377.45,36.87,0.0,71.77,999.36
2007 - 50G8,0.0,0.0,0.0,0.0,0.72,12.99,4.87,0.0,34.12,47.8,12.6,3.06,64.22,179.66
2007 - 50G9,0.0,0.0,0.0,0.0,0.0,0.63,0.9,0.0,9.44,10.78,0.0,0.82,9.3,31.87
2007 - 50H0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,3.12,3.52,0.0,0.0,5.08,12.48
2007 - 51G7,0.0,0.0,0.0,0.0,0.0,26.55,27.08,12.36,66.4,153.67,0.0,0.0,32.04,318.1
2007 - 51G8,0.0,0.0,0.0,0.0,0.0,110.43,20.74,0.0,123.34,261.88,30.83,10.94,101.51,659.67
2007 - 51G9,0.0,0.0,0.0,0.0,0.0,1.21,0.57,0.0,7.31,5.56,1.14,1.93,10.89,28.61
2007 - 51H0,0.0,0.0,0.0,0.0,0.0,3.38,5.46,0.0,36.19,29.18,11.01,1.38,37.97,124.57
2007 - 52G7,0.0,0.0,0.0,0.0,0.0,33.98,0.0,0.0,35.92,46.34,0.0,0.0,25.69,141.93
2007 - 52G8,0.0,0.0,0.0,0.0,1.63,63.47,7.98,0.0,27.73,60.41,4.18,3.21,10.96,177.94
2007 - 52G9,0.0,0.0,0.0,0.0,0.0,3.45,0.37,0.0,10.06,14.93,1.29,0.63,30.03,60.76
2007 - 52H0,0.0,0.0,0.0,0.0,0.0,61.47,35.6,0.0,113.83,292.74,11.27,5.34,115.0,635.25
2007 - 53G7,0.0,0.0,0.0,0.0,0.0,45.72,0.0,0.0,55.05,27.37,5.28,0.0,36.08,169.5
2007 - 53G8,0.0,0.0,0.0,0.0,0.0,5.57,1.96,0.0,13.79,24.12,4.96,1.53,27.35,79.28
2007 - 53G9,0.0,0.0,0.0,0.0,0.0,7.38,0.82,0.0,27.57,34.19,3.11,0.0,58.08,131.15
2007 - 53H0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,17.38,23.86,1.26,5.72,32.52,82.54
2007 - 54G8,0.0,0.0,0.0,0.0,0.0,25.81,0.0,2.32,8.93,15.08,3.9,0.0,28.19,84.23
2007 - 54G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007 - 54H0,0.0,0.0,0.0,0.0,0.0,7.08,0.91,0.0,16.5,34.91,1.33,0.0,5.91,66.64
2007 - 55G9,0.0,0.0,0.0,0.0,0.0,20.83,0.0,11.94,24.72,78.33,3.32,36.94,100.24,276.32
2007 - 55H0,0.0,0.0,0.0,0.0,0.0,463.73,0.0,0.0,757.31,1011.62,9.35,31.78,157.07,2430.86
2008 - 37G0,0.0,0.0,0.0,0.0,6.84,0.11,0.88,0.2,0.2,0.12,0.0,0.0,0.0,1.51
2008 - 37G1,0.0,0.0,0.0,0.0,42.38,1.15,2.91,0.44,0.48,0.17,0.0,0.27,0.0,5.42
2008 - 37G2,0.0,0.0,0.0,0.0,58.85,3.43,3.16,1.08,0.5,0.27,0.04,0.04,0.0,8.52
2008 - 37G3,0.0,0.0,0.0,0.0,75.54,1.67,1.23,0.32,0.25,0.08,0.0,0.0,0.0,3.55
2008 - 37G4,0.0,0.0,0.0,0.0,220.78,33.34,71.61,32.93,17.46,5.4,0.43,0.43,0.0,161.6
2008 - 37G5,172.06,0.0,0.95,0.0,2.42,1.93,23.33,8.94,6.77,7.25,1.33,0.0,0.0,49.55
2008 - 37G8,0.0,0.0,0.0,0.0,147.68,46.83,90.77,81.21,26.43,7.51,0.0,1.5,0.0,254.25
2008 - 37G9,0.0,0.0,0.0,0.0,402.11,54.35,89.14,69.88,18.5,5.8,0.0,0.87,0.0,238.54
2008 - 38G0,138.36,3.95,0.75,0.0,261.67,2.68,9.85,2.07,2.32,1.05,0.0,0.0,0.0,17.97
2008 - 38G1,7.9,0.0,0.03,0.0,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2008 - 38G2,0.0,0.0,0.0,0.0,443.69,1.99,2.19,0.83,0.6,0.14,0.0,0.0,0.0,5.75
2008 - 38G3,59.29,0.0,0.06,0.0,663.29,222.77,374.64,154.34,79.52,24.81,1.62,1.62,0.0,859.32
2008 - 38G4,7.9,0.0,0.01,0.0,505.54,108.56,240.96,111.63,58.93,18.21,1.46,1.46,0.0,541.21
2008 - 38G5,2076.86,1276.08,26.44,9.69,1.27,5.76,47.07,19.96,11.72,12.0,1.87,0.09,0.0,98.47
2008 - 38G6,257.5,63.25,2.59,0.38,0.02,24.3,136.09,56.86,41.84,29.54,4.64,0.0,0.0,293.27
2008 - 38G7,0.0,0.0,0.0,0.0,0.31,2.54,10.34,4.16,1.52,3.2,0.0,0.0,0.0,21.76
2008 - 38G8,237.91,23.82,1.58,0.11,694.53,787.78,1646.82,1430.57,480.32,135.94,0.0,25.66,0.0,4507.09
2008 - 38G9,950.86,641.16,26.41,13.08,1953.5,785.28,1565.43,1094.3,0.27,365.8,180.71,20.04,0.27,4012.1
2008 - 39F9,251.55,3.9,0.96,0.01,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 39G0,360.8,0.0,1.82,0.0,20.12,0.01,0.86,0.41,0.54,0.19,0.0,0.0,0.0,2.01
2008 - 39G1,310.2,0.0,1.32,0.0,135.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 39G2,86.53,0.0,0.15,0.0,,,,,,,,,,
2008 - 39G3,1222.23,0.0,6.49,0.0,147.01,30.88,186.87,97.92,41.26,16.34,3.49,3.49,0.0,380.25
2008 - 39G4,622.87,289.18,5.31,0.81,,,,,,,,,,
2008 - 39G5,2867.01,2773.16,85.27,42.0,6.49,37.5,310.03,86.41,4.39,43.79,4.39,0.0,0.0,486.51
2008 - 39G6,2232.03,1309.85,39.69,13.5,0.03,39.02,217.97,91.08,67.03,47.26,7.42,0.0,0.0,469.78
2008 - 39G7,1315.94,192.17,10.91,0.4,5.81,2.32,12.65,4.28,2.7,2.59,0.12,0.0,0.0,24.66
2008 - 39G8,1800.9,789.99,18.3,7.43,0.92,17.97,119.95,54.85,26.12,8.02,0.0,0.0,0.0,226.91
2008 - 39G9,2710.14,2415.95,63.98,32.46,992.0,155.32,409.14,393.06,23.27,264.86,43.42,1.84,15.45,1306.36
2008 - 39H0,0.0,0.0,0.0,0.0,3796.73,885.13,324.25,152.21,7.27,103.39,6.93,0.0,0.0,1479.18
2008 - 40F9,209.94,3.9,0.47,0.02,5.07,0.6,2.27,0.43,0.48,0.22,0.0,0.0,0.0,4.0
2008 - 40G0,764.05,0.0,3.69,0.0,54.15,6.38,24.21,4.6,5.1,2.35,0.0,0.0,0.0,42.64
2008 - 40G1,65.56,0.0,0.09,0.0,13.15,1.55,5.88,1.12,1.24,0.57,0.0,0.0,0.0,10.36
2008 - 40G2,115.88,0.0,0.49,0.0,0.28,3.63,28.15,23.88,10.63,4.89,0.35,0.0,0.0,71.53
2008 - 40G4,955.69,147.96,10.2,0.45,29.59,62.21,364.4,66.69,0.0,114.42,18.16,0.0,23.71,649.59
2008 - 40G5,2220.63,766.84,38.06,5.53,89.58,2.63,301.16,69.2,1.29,100.17,65.88,18.48,10.46,569.27
2008 - 40G6,870.97,692.36,13.73,4.07,177.01,6.12,65.55,26.08,1.05,98.35,20.41,1.05,0.77,219.38
2008 - 40G7,93.45,0.0,0.2,0.0,291.81,49.23,239.84,193.71,0.0,69.49,0.0,0.0,0.0,552.27
2008 - 40G8,3057.98,2585.22,93.07,48.4,0.46,3.14,12.62,5.16,1.8,0.74,0.04,0.04,0.0,23.54
2008 - 40G9,2861.82,1482.82,48.16,14.34,2780.04,404.86,469.61,456.43,4.11,228.16,90.11,0.58,10.87,1664.73
2008 - 40H0,7.77,0.0,0.0,0.0,2285.56,501.84,241.55,99.43,9.87,53.6,3.64,6.81,5.22,921.96
2008 - 41G0,287.1,0.0,2.48,0.0,,,,,,,,,,
2008 - 41G1,2843.68,0.0,16.23,0.0,0.0,0.57,4.46,0.72,0.57,0.06,0.0,0.0,0.0,6.38
2008 - 41G2,1225.18,0.0,7.39,0.0,,,,,,,,,,
2008 - 41G6,3.8,0.0,0.0,0.0,83.3,59.33,173.46,70.42,0.0,96.14,6.25,0.0,31.07,436.67
2008 - 41G7,358.39,0.0,2.7,0.0,11.61,12.65,136.49,33.41,0.6,74.96,6.0,20.01,1.02,285.14
2008 - 41G8,2029.13,1695.93,79.93,40.88,0.0,2.85,36.21,37.67,2.99,18.16,4.38,0.0,0.52,102.78
2008 - 41G9,2766.66,2200.29,133.95,81.32,1496.98,113.61,219.87,70.04,17.58,103.55,29.21,6.34,8.66,568.86
2008 - 41H0,285.61,102.68,3.91,0.48,619.84,508.57,220.55,120.38,4.04,58.75,0.76,19.25,14.67,946.97
2008 - 42G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 42G2,11.4,0.0,0.02,0.0,4.77,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22
2008 - 42G6,200.64,37.85,3.89,0.4,80.99,254.76,777.53,226.78,0.0,300.41,200.27,36.82,7.36,1803.93
2008 - 42G7,2678.42,1952.11,80.39,36.49,687.14,53.66,228.49,58.55,12.06,49.02,23.49,1.78,0.0,427.05
2008 - 42G8,811.4,630.32,33.97,20.7,4.93,57.57,400.74,220.62,0.0,229.03,37.34,8.29,30.36,983.95
2008 - 42G9,3397.22,3397.22,279.07,213.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 42H0,1408.13,1223.47,73.08,55.58,404.32,985.91,798.27,729.84,0.0,61.17,146.18,0.0,0.0,2721.37
2008 - 43G1,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 43G2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 43G6,0.0,0.0,0.0,0.0,247.78,39.02,80.96,23.73,10.54,40.84,15.44,10.54,3.69,224.76
2008 - 43G7,2485.25,1941.48,78.07,43.82,1223.25,216.59,1155.26,439.61,0.0,291.88,126.53,15.15,13.8,2258.82
2008 - 43G8,164.56,119.71,4.14,2.25,0.0,36.22,215.55,54.77,30.48,120.58,9.72,0.0,16.34,483.66
2008 - 43G9,3066.38,2888.21,252.63,194.49,257.31,247.38,247.22,106.83,0.0,348.13,311.95,12.63,12.63,1286.77
2008 - 43H0,1868.73,1443.78,181.26,129.33,1957.31,893.65,921.73,400.31,56.96,225.38,101.42,80.39,20.91,2700.75
2008 - 43H1,0.0,0.0,0.0,0.0,518.06,229.12,760.66,459.09,26.11,292.3,52.23,12.64,12.64,1844.79
2008 - 44G0,0.0,0.0,0.0,0.0,125.14,1.7,1.99,0.09,0.0,0.0,0.0,0.0,0.0,3.78
2008 - 44G1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.06
2008 - 44G7,3178.02,2902.13,159.41,117.05,947.61,41.92,388.94,357.02,0.0,350.19,176.39,0.0,61.47,1375.93
