,A43ml,A1ml,V43ml,V1ml,Depth,Length,Weight,Gutted weight,Age,Maturity,Gonad weight,Liver weight,Stomach content,perc.stomachcontent,Prey size,Prey weight,Prey nr,Sex : F,Sex : M,Gall bladder : 0.0,Gall bladder : 1.0,Gall bladder : 2.0,Gall bladder : 3.0,Gall bladder : 4.0,n.full : 1.0,n.regurgitated : 1.0,n.skeletal : 1.0,n.empty : 1.0,Prey species : Algae,Prey species : Ammodytidae,Prey species : Amphipoda,Prey species : Anguilla anguilla,Prey species : Annelida,Prey species : Bivalvia,Prey species : Bylgides sarsi,Prey species : Carbon,Prey species : Clupea harengus,Prey species : Clupeidae,Prey species : Copepoda,Prey species : Corophium volutator,Prey species : Crangon crangon,Prey species : Crustacea,Prey species : Cumacea,Prey species : Diastylis rathkei,Prey species : Empty,Prey species : Enchelyopus cimbrius,Prey species : Gadidae,Prey species : Gadus morhua,Prey species : Gammarus sp.,Prey species : Gasterosteus aculeatus,Prey species : Gobiidae,Prey species : Gobius niger,Prey species : Halicryptus,Prey species : Halicryptus spinulosus,Prey species : Hyperia galba,Prey species : Idotea balthica,Prey species : Limecola balthica,Prey species : Merlangius merlangus,Prey species : Mollusca,Prey species : Monoporeia affinis,Prey species : Mysidae,Prey species : Mysis mixta,Prey species : Mysis relicta,Prey species : Mytilus sp.,Prey species : Neomysis integer,Prey species : Palaemon sp.,Prey species : Pectinaria sp.,Prey species : Pisces,Prey species : Pisces Eggs,Prey species : Platichthys flesus,Prey species : Pleuronectes platessa,Prey species : Pleuronectidae,Prey species : Pomatoschistus minutus,Prey species : Pontoporeia femorata,Prey species : Pontoporeia sp.,Prey species : Praunus flexuosus,Prey species : Priapulida,Prey species : Priapulidae,Prey species : Priapulus caudatus,Prey species : Pungitius pungitius,Prey species : Remains,Prey species : Saduria entomon,Prey species : Scales,Prey species : Scoloplos armiger,Prey species : Spinachia spinachia,Prey species : Spine,Prey species : Sprattus sprattus,Prey species : Stone,Prey species : Terebellides stroemii,Prey species : Trachurus trachurus,Prey species : Unidentified mass,Prey species : Waste,Prey species : Wood,Prey species : Zoarces viviparus,Prey species : digestive tract,Prey species : litter,Prey species : plastic,Prey species : sprattus sprattus,Stage digestion : 0.0,Stage digestion : 1.0,Stage digestion : 2.0
2012 - 45G9,2271.79,1942.28,121.11,93.09,,18.0,52.0,45.0,,,,,0.37,0.71,,0.37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 39G4,1937.73,19.51,21.17,0.02,,29.833333333333332,588.8421052631579,,,,,,1.171125,0.24578947368421053,,0.7169583333333333,,0.3333333333333333,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 40G4,1211.99,202.37,13.6,1.04,,32.55632183908046,398.3770114942529,295.08743169398906,,,,,5.642009195402299,0.730919540229885,,2.5055264367816092,,0.009195402298850575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0022988505747126436,0.0,0.011494252873563218,0.0,0.0,0.0,0.10114942528735632,0.0,0.022988505747126436,0.0022988505747126436,0.0,0.0,0.004597701149425287,0.0,0.14942528735632185,0.0,0.0,0.0,0.0,0.006896551724137931,0.016091954022988506,0.04597701149425287,0.009195402298850575,0.0,0.0,0.0367816091954023,0.0,0.0,0.016091954022988506,0.0,0.0,0.05517241379310345,0.0022988505747126436,0.14022988505747128,0.0,0.0022988505747126436,0.04367816091954023,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.06436781609195402,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.20919540229885059,0.0,0.0,0.0,0.0022988505747126436,0.016091954022988506,0.013793103448275862,0.0022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022988505747126436,0.0,0.0,0.0,0.0
2013 - 40G5,2081.8,836.62,30.98,6.01,,29.826666666666668,386.5023255813953,292.33962264150944,,,,,7.931888888888888,1.3394418604651162,,3.0045244444444448,,0.08,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19111111111111112,0.0,0.04888888888888889,0.03111111111111111,0.0,0.0,0.0,0.0044444444444444444,0.14222222222222222,0.0,0.0,0.0,0.0,0.0044444444444444444,0.008888888888888889,0.057777777777777775,0.0,0.0,0.0,0.017777777777777778,0.0,0.0,0.0044444444444444444,0.0,0.0,0.008888888888888889,0.02666666666666667,0.14222222222222222,0.0,0.0,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.0,0.0,0.057777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12444444444444444,0.0,0.0,0.0,0.0044444444444444444,0.06222222222222222,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 40G6,1622.35,944.55,19.79,4.91,,35.98198198198198,533.7477477477478,666.4571428571429,,,,,14.421117117117115,1.4779279279279278,,6.576693693693692,,0.12612612612612611,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.1891891891891892,0.0,0.10810810810810811,0.036036036036036036,0.0,0.0,0.0,0.0,0.036036036036036036,0.0,0.0,0.0,0.0,0.018018018018018018,0.0,0.04504504504504504,0.0,0.0,0.0,0.02702702702702703,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.009009009009009009,0.0,0.02702702702702703,0.0,0.0,0.0,0.09009009009009009,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.0,0.009009009009009009,0.018018018018018018,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 40G7,136.19,0.0,1.93,0.0,,32.4609375,361.4140625,246.22413793103448,,,,,4.689617187500001,1.1330468750000002,,1.9120625000000002,,0.390625,0.15625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0078125,0.0859375,0.0,0.0078125,0.0078125,0.015625,0.0,0.0078125,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.140625,0.1953125,0.0,0.015625,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.21875,0.0,0.0,0.0,0.0078125,0.0625,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0
2013 - 40G8,2764.82,1041.77,68.84,9.5,,38.24418604651163,623.2558139534884,717.1428571428571,,,,,8.512058139534885,1.0169767441860467,,6.541581395348836,,0.46511627906976744,0.29069767441860467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26744186046511625,0.0,0.03488372093023256,0.046511627906976744,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.023255813953488372,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19767441860465115,0.0,0.0,0.0,0.03488372093023256,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 41G7,0.0,0.0,0.0,0.0,,25.596491228070175,277.7543859649123,211.01960784313727,,,,,2.357543859649123,0.7933333333333333,,1.3594736842105264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.07017543859649122,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.5614035087719298,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12280701754385964,0.017543859649122806,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 42G6,174.43,79.66,2.37,0.7,,28.93975903614458,300.7590361445783,244.15662650602408,,,,,2.890240963855422,1.1033734939759037,,1.6475903614457832,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060240963855421686,0.0,0.10843373493975904,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.12048192771084337,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.03614457831325301,0.4457831325301205,0.0,0.0,0.0,0.0,0.0,0.13253012048192772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 43G6,133.43,29.62,0.75,0.09,,31.40909090909091,287.90909090909093,237.63636363636363,,,,,1.0572727272727274,0.3277272727272727,,0.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 43G7,2224.37,1747.31,54.86,34.25,,26.96,206.24,168.86,,,,,2.8335999999999997,0.8934999999999998,,1.3166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.31,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 43G8,142.22,101.09,3.25,1.72,,33.19718309859155,415.9577464788732,320.7241379310345,,,,,2.482676056338028,0.6985915492957746,,1.3784507042253522,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.08450704225352113,0.04225352112676056,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.43661971830985913,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267605633802817,0.014084507042253521,0.0,0.0,0.0,0.056338028169014086,0.014084507042253521,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 43G9,2976.88,2795.01,238.83,190.46,,30.32,409.24,322.16901408450707,,,,,12.750666666666664,1.8309333333333329,,4.1184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.013333333333333334,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25333333333333335,0.0,0.0,0.013333333333333334,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 44G9,1962.64,1687.11,86.33,63.3,,23.5531914893617,134.79787234042553,147.22222222222223,,,,,1.7934042553191487,2.017872340425532,,0.7667021276595746,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.14361702127659576,0.0,0.010638297872340425,0.010638297872340425,0.0,0.0,0.010638297872340425,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.015957446808510637,0.09042553191489362,0.0,0.0,0.005319148936170213,0.0,0.005319148936170213,0.0,0.0,0.0,0.05851063829787234,0.0,0.40425531914893614,0.0,0.0,0.010638297872340425,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047872340425531915,0.0,0.0,0.0,0.0,0.0425531914893617,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 45G9,2373.1,2199.16,125.4,99.62,,20.7,124.9,99.4,,,,,1.2135,1.10975,,0.915,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015 - 40G4,723.16,229.65,10.17,1.42,51.68439024390244,33.74634146341464,474.0731707317073,395.29100529100526,2.497560975609756,3.642156862745098,,20.423280423280424,14.162487804878046,1.6217073170731706,114.28205128205128,3.5293658536585366,3.682170542635659,0.5414634146341464,0.45365853658536587,0.0,0.16097560975609757,0.36097560975609755,0.17560975609756097,0.24878048780487805,0.8,0.04390243902439024,0.04878048780487805,0.1073170731707317,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.1073170731707317,0.0,0.04390243902439024,0.014634146341463415,0.0,0.0,0.024390243902439025,0.0,0.0,0.18048780487804877,0.0,0.0,0.0,0.0,0.00975609756097561,0.004878048780487805,0.0,0.0,0.004878048780487805,0.08780487804878048,0.0,0.0,0.01951219512195122,0.0,0.0,0.00975609756097561,0.0,0.01951219512195122,0.0,0.0,0.004878048780487805,0.0,0.0,0.04878048780487805,0.0,0.004878048780487805,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.02926829268292683,0.0,0.00975609756097561,0.0,0.014634146341463415,0.04878048780487805,0.04390243902439024,0.0,0.0,0.0,0.09268292682926829,0.014634146341463415,0.0,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.5658536585365853,0.2097560975609756
2015 - 40G5,2023.69,1093.18,35.19,6.85,48.205128205128204,40.51282051282051,647.8461538461538,503.1435897435897,3.6666666666666665,7.184210526315789,,27.57894736842105,61.74205128205131,8.710769230769227,99.11111111111111,7.48,2.3783783783783785,0.9230769230769231,0.05128205128205128,0.0,0.0,0.8717948717948718,0.10256410256410256,0.02564102564102564,0.9487179487179487,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28205128205128205,0.0,0.0,0.0,0.0,0.4358974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.7948717948717948,0.02564102564102564
2015 - 40G6,1442.96,815.54,16.87,4.1,54.39999999999997,30.89090909090909,280.95454545454544,245.80733944954127,2.5090909090909093,3.590909090909091,,13.091743119266056,2.3781818181818184,0.7145454545454545,41.903225806451616,0.7428181818181822,2.765432098765432,0.3090909090909091,0.6909090909090909,0.0,0.03636363636363636,0.35454545454545455,0.19090909090909092,0.4090909090909091,0.8363636363636363,0.00909090909090909,0.06363636363636363,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.01818181818181818,0.01818181818181818,0.0,0.0,0.00909090909090909,0.0,0.0,0.10909090909090909,0.0,0.0,0.0,0.0,0.01818181818181818,0.03636363636363636,0.00909090909090909,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.03636363636363636,0.0,0.0,0.01818181818181818,0.0,0.0,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.00909090909090909,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.6545454545454545,0.24545454545454545
2015 - 41G7,271.02,11.4,1.3,0.02,41.600000000000016,30.60185185185185,309.1666666666667,257.26730769230767,2.5277777777777777,2.8703703703703702,,16.125,6.561481481481484,1.4850000000000003,93.6,1.4587962962962964,9.56989247311828,0.6296296296296297,0.37037037037037035,0.0,0.5370370370370371,0.2037037037037037,0.19444444444444445,0.027777777777777776,0.9907407407407407,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06481481481481481,0.018518518518518517,0.0,0.0,0.009259259259259259,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.009259259259259259,0.046296296296296294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.3425925925925926,0.0,0.0,0.009259259259259259,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.19444444444444445,0.037037037037037035,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.7962962962962963,0.14814814814814814
2015 - 41G8,1971.85,1193.7,71.24,11.36,53.68168316831684,26.435643564356436,209.2029702970297,189.16489361702128,1.8465346534653466,2.257425742574257,,12.108695652173912,2.626980198019802,1.1295049504950494,83.26086956521739,1.4749009900990095,9.069254658385093,0.41089108910891087,0.5891089108910891,0.0,0.4603960396039604,0.2524752475247525,0.10891089108910891,0.12376237623762376,0.8613861386138614,0.009900990099009901,0.0594059405940594,0.06435643564356436,0.0,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,0.0,0.01485148514851485,0.024752475247524754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.07425742574257425,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.009900990099009901,0.43564356435643564,0.0,0.0,0.0,0.0,0.0,0.09405940594059406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10891089108910891,0.019801980198019802,0.0,0.0,0.0,0.0594059405940594,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.693069306930693,0.21782178217821782
2015 - 43G6,0.0,0.0,0.0,0.0,44.0,31.78787878787879,287.3939393939394,244.93939393939394,2.1515151515151514,2.6666666666666665,,14.575757575757576,1.6951515151515153,0.6075757575757574,82.0,0.7290909090909091,5.862068965517241,0.45454545454545453,0.5454545454545454,0.0,0.45454545454545453,0.45454545454545453,0.06060606060606061,0.030303030303030304,0.9696969696969697,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.21212121212121213,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.7878787878787878,0.15151515151515152
2015 - 43G8,164.52,112.23,3.52,1.56,54.27272727272729,23.5,146.34015151515152,136.97560975609755,1.3106060606060606,2.341463414634146,,7.300813008130081,2.4718181818181817,2.6188636363636366,55.53846153846154,0.744469696969697,11.061946902654867,0.3409090909090909,0.5909090909090909,0.0,0.6666666666666666,0.1590909090909091,0.07575757575757576,0.045454545454545456,0.9545454545454546,0.022727272727272728,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.12878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.48484848484848486,0.0,0.0,0.07575757575757576,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.03787878787878788,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.7424242424242424,0.17424242424242425
2015 - 44G9,2091.52,1856.2,102.22,76.74,38.12499999999999,24.178571428571427,167.25,149.89285714285714,1.3928571428571428,1.6785714285714286,,6.464285714285714,0.8914285714285715,0.5257142857142857,68.25,0.3853571428571428,2.7142857142857144,0.6785714285714286,0.32142857142857145,0.0,0.5714285714285714,0.17857142857142858,0.07142857142857142,0.17857142857142858,0.8928571428571429,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.25,0.0,0.0,0.07142857142857142,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.25
2016 - 39G4,672.76,15.62,5.31,0.01,57.89999999999996,38.81981981981982,656.936936936937,548.688679245283,3.7927927927927927,3.3783783783783785,92.94736842105263,24.353773584905667,17.848018018018013,1.9142342342342338,148.53571428571428,6.669279279279279,1.9696969696969697,0.6576576576576577,0.34234234234234234,0.0,0.02702702702702703,0.14414414414414414,0.34234234234234234,0.44144144144144143,0.9369369369369369,0.0,0.036036036036036036,0.02702702702702703,0.04504504504504504,0.0,0.0,0.0,0.0,0.009009009009009009,0.036036036036036036,0.0,0.09009009009009009,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.12612612612612611,0.0,0.0,0.0,0.05405405405405406,0.05405405405405406,0.0,0.018018018018018018,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.12612612612612611,0.0,0.018018018018018018,0.05405405405405406,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.036036036036036036,0.0,0.009009009009009009,0.0,0.009009009009009009,0.009009009009009009,0.0,0.009009009009009009,0.0,0.0,0.13513513513513514,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.7387387387387387,0.14414414414414414
