,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2001 - 46H0,3210.72,3164.12,199.68,157.29,1.9,52.42,129.71,71.48,80.09,33.66,32.67,13.0,4.37,417.4
2001 - 46H1,1707.22,1092.27,36.83,16.19,11.57,76.17,446.32,286.43,197.94,97.12,45.95,9.03,21.92,1180.88
2001 - 46H2,0.0,0.0,0.0,0.0,39.76,13.72,17.83,1.96,0.77,0.64,0.33,0.08,0.06,35.39
2001 - 47G9,559.16,24.81,7.12,0.28,9.88,100.79,486.83,69.82,186.42,71.14,126.48,32.27,0.0,1073.75
2001 - 47H0,1487.52,697.28,52.87,18.25,357.42,195.73,371.31,53.61,34.61,5.67,0.0,0.0,0.0,660.93
2001 - 47H1,2213.93,1496.79,89.5,49.55,41.33,71.47,90.53,28.23,24.59,6.28,2.38,0.38,0.45,224.31
2001 - 47H2,1414.72,786.87,32.74,11.28,73.26,15.62,12.54,6.34,3.97,1.14,0.55,0.0,0.0,40.16
2001 - 47H3,721.59,217.01,12.07,0.8,1.85,5.17,18.49,13.56,5.52,2.21,1.03,0.78,0.46,47.22
2002 - 37G0,280.37,4.04,0.53,0.01,128.5,2.43,0.05,0.02,0.0,0.0,0.0,0.0,0.0,2.5
2002 - 37G1,1124.89,494.3,5.27,0.88,800.85,233.38,20.31,18.9,10.17,0.0,1.45,0.0,0.0,284.21
2002 - 37G2,104.09,16.01,0.36,0.02,11.97,3.19,2.79,2.66,0.85,0.2,0.05,0.0,0.01,9.75
2002 - 37G5,20.01,0.0,0.04,0.0,29.53,9.69,2.93,6.94,1.14,1.87,0.48,0.26,0.16,23.47
2002 - 37G8,0.0,0.0,0.0,0.0,89.84,71.12,9.02,14.86,2.97,7.29,1.53,0.46,0.92,108.17
2002 - 37G9,20.0,0.0,0.04,0.0,82.13,65.01,8.24,13.58,2.71,6.67,1.4,0.42,0.84,98.87
2002 - 38G0,1237.28,417.35,6.94,1.81,484.65,9.16,0.18,0.06,0.0,0.0,0.0,0.0,0.0,9.4
2002 - 38G1,187.58,67.85,0.87,0.26,237.67,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92
2002 - 38G2,11.99,0.0,0.02,0.0,264.52,14.4,24.42,55.17,34.75,7.63,2.6,0.16,1.79,140.92
2002 - 38G3,450.72,43.55,1.86,0.0,233.19,59.22,100.01,266.22,185.15,28.83,10.75,0.59,7.88,658.65
2002 - 38G4,31.61,0.0,0.17,0.0,573.8,22.14,18.17,21.26,6.49,1.06,0.31,0.44,0.16,70.03
2002 - 38G5,955.01,59.31,15.6,0.13,67.3,36.89,20.68,36.08,12.57,12.57,4.05,2.84,2.03,127.71
2002 - 38G6,59.28,0.0,0.71,0.0,195.38,83.07,29.52,65.87,15.29,20.76,5.55,2.76,2.79,225.61
2002 - 38G7,0.0,0.0,0.0,0.0,7.86,12.75,7.5,13.49,2.53,3.63,1.04,0.65,0.54,42.13
2002 - 38G8,550.64,126.54,9.84,1.24,11.76,59.94,27.85,38.96,10.44,15.29,4.97,3.12,4.66,165.23
2002 - 38G9,2005.41,146.39,43.81,1.75,60.49,57.04,18.56,24.19,6.48,11.41,3.79,2.59,2.88,126.94
2002 - 39F9,287.5,35.48,1.46,0.08,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002 - 39G0,152.9,39.47,0.85,0.22,42.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
2002 - 39G1,86.27,0.0,0.27,0.0,91.25,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31
2002 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2002 - 39G3,937.2,3.94,2.3,0.0,237.5,36.36,21.95,37.97,15.27,5.51,1.14,0.72,0.23,119.15
2002 - 39G4,505.88,113.69,2.96,0.17,,,,,,,,,,
2002 - 39G5,2387.68,1743.96,76.03,32.48,23.52,27.1,16.53,31.81,8.69,10.0,2.69,2.4,1.25,100.47
2002 - 39G6,2380.43,657.63,43.26,7.63,44.63,46.24,16.79,36.05,5.1,9.73,2.64,1.46,1.35,119.36
2002 - 39G7,1566.43,0.0,22.04,0.0,150.97,145.3,68.96,134.46,23.24,36.05,9.95,6.45,4.61,429.02
2002 - 39G8,2693.15,869.11,58.6,6.56,30.36,98.15,83.39,181.41,59.15,111.98,31.87,31.99,22.4,620.34
2002 - 39G9,3082.99,1487.94,73.39,7.32,2.1,19.2,14.7,54.02,23.31,25.24,15.65,25.21,14.67,192.0
2002 - 39H0,89.85,0.0,0.54,0.0,26.95,22.27,7.12,8.35,1.47,4.42,2.85,1.53,3.75,51.76
2002 - 40F9,3.9,0.0,0.03,0.0,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2002 - 40G0,643.03,7.71,2.57,0.03,5.55,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
2002 - 40G1,88.62,15.41,0.32,0.05,2.64,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
2002 - 40G2,193.28,0.0,0.89,0.0,38.71,160.79,121.19,74.26,25.51,5.2,2.34,1.8,0.46,391.55
2002 - 40G4,416.31,214.02,4.49,1.21,10.99,4.97,13.81,10.99,6.83,4.01,1.58,0.33,0.0,42.52
2002 - 40G5,1922.99,1810.2,20.9,34.51,13.54,23.64,24.66,62.18,62.53,44.62,15.2,8.79,1.7,243.32
2002 - 40G6,1297.11,927.72,14.27,8.05,4.66,16.4,39.93,157.21,107.13,55.39,16.49,3.34,0.58,396.47
2002 - 40G7,109.1,0.0,0.61,0.0,0.0,6.22,13.07,103.67,55.5,20.88,2.39,0.0,0.0,201.73
2002 - 40G8,2876.35,2062.14,85.63,38.33,0.89,8.12,28.44,125.99,61.89,96.37,38.98,17.36,18.16,395.31
2002 - 40G9,2026.6,1323.49,37.69,12.41,0.32,24.33,14.98,41.56,16.39,22.53,10.1,9.05,8.94,147.88
2002 - 40H0,268.53,0.0,2.94,0.0,145.11,41.38,9.63,30.34,23.14,38.41,36.99,45.53,27.17,252.59
2002 - 41G0,694.32,65.25,2.84,0.18,3.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2002 - 41G2,1324.53,0.0,12.78,0.0,9.37,9.41,1.11,0.58,0.28,0.07,0.03,0.02,0.01,11.51
2002 - 41G6,3.8,0.0,0.0,0.0,0.0,1.77,14.52,57.52,47.36,25.04,7.32,0.0,0.0,153.53
2002 - 41G7,0.0,0.0,0.0,0.0,0.09,6.07,14.67,45.22,48.36,31.99,3.67,2.93,0.0,152.91
2002 - 41G8,1826.15,501.73,59.42,7.54,1.32,9.42,23.09,99.81,37.42,68.76,35.09,13.71,12.18,299.48
2002 - 41G9,2047.23,2047.23,80.36,48.56,1.87,39.88,63.71,217.52,128.06,191.53,99.76,120.72,33.95,895.13
2002 - 41H0,0.0,0.0,0.0,0.0,5.53,62.77,21.83,44.39,27.3,26.44,12.39,9.46,8.49,213.07
2002 - 42G7,669.38,643.1,2.49,5.79,0.44,22.85,35.62,103.72,124.83,86.89,5.99,10.33,0.0,390.23
2002 - 42G8,743.62,535.8,28.71,14.29,0.0,2.51,9.12,53.24,27.33,41.19,20.83,15.84,3.24,173.3
2002 - 42G9,3397.22,3397.22,203.66,183.56,0.0,2.41,5.8,26.49,15.83,33.83,7.07,10.01,6.56,108.0
2002 - 42H0,1146.71,1146.71,0.74,40.04,27.51,29.79,37.37,124.24,77.63,120.96,60.26,41.71,37.43,529.39
2002 - 43G7,1587.96,560.61,32.5,7.38,167.17,68.42,226.89,396.24,186.03,126.34,35.16,31.48,3.94,1074.5
2002 - 43G8,153.36,86.08,3.42,1.41,2.35,1.41,0.47,39.03,72.79,14.48,1.6,0.47,0.0,130.25
2002 - 43G9,2995.91,2787.97,235.47,189.16,5.03,5.44,11.95,90.06,59.76,113.18,40.4,32.12,12.06,364.97
2002 - 43H0,2096.33,2077.74,138.35,174.48,64.88,15.49,100.88,206.43,110.39,185.89,76.45,67.04,75.27,837.84
2002 - 43H1,11.15,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002 - 44G7,2131.06,1046.66,66.68,25.52,121.76,110.97,116.48,35.79,24.65,3.46,0.37,0.0,0.0,291.72
2002 - 44G8,1293.52,898.2,27.41,7.31,4.43,37.79,111.56,124.55,41.47,25.39,6.05,0.0,0.0,346.81
2002 - 44G9,1826.65,1407.48,81.02,51.56,8.63,2.42,6.48,33.79,13.22,25.61,10.46,5.54,0.95,98.47
2002 - 44H0,2640.17,2640.17,71.66,96.2,98.72,3.96,32.83,47.78,35.09,45.02,22.13,18.08,10.29,215.18
2002 - 44H1,32.87,32.87,0.0,0.15,212.26,81.16,140.48,29.6,8.25,9.42,5.37,0.0,1.76,276.04
2002 - 45G7,2331.87,2039.08,105.53,74.39,174.73,38.46,37.08,23.04,5.19,0.0,0.0,0.0,0.0,103.77
2002 - 45G8,3147.94,2853.74,168.13,107.85,10.22,116.63,221.65,408.21,90.42,13.97,0.0,0.0,0.0,850.88
2002 - 45G9,2318.7,1996.33,123.25,81.91,218.17,7.0,37.12,88.52,59.57,74.41,41.01,29.9,0.0,337.53
2002 - 45H0,2723.28,2690.7,63.58,67.21,19.43,1.06,15.55,24.65,12.98,16.82,9.45,5.7,2.86,89.07
2002 - 45H1,248.82,248.82,0.0,1.96,584.19,55.03,551.32,465.46,199.99,316.68,124.33,136.05,114.65,1963.51
2002 - 46G8,2421.23,1868.71,220.25,169.49,398.8,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03
2002 - 46G9,3016.85,2909.24,187.12,129.35,132.77,96.95,137.26,321.2,65.24,8.84,0.0,0.0,0.0,629.49
2002 - 46H0,2977.95,2967.18,173.6,143.5,358.17,14.38,78.3,104.0,29.67,12.24,0.0,0.0,0.0,238.59
2002 - 46H1,781.45,781.45,2.64,10.45,2206.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002 - 46H2,0.0,0.0,0.0,0.0,10.62,3.04,1.84,2.88,1.51,1.11,0.22,0.1,0.0,10.7
2002 - 47G9,2350.16,965.33,66.2,11.78,2386.37,68.6,68.58,57.94,33.57,0.0,0.0,0.0,0.0,228.69
2002 - 47H0,3031.31,1758.06,117.43,51.36,592.48,166.79,286.2,211.91,108.46,5.01,0.0,0.0,0.0,778.37
2002 - 47H1,2693.26,2405.8,51.79,77.01,557.82,222.98,468.34,663.8,205.33,0.0,0.0,0.0,0.0,1560.45
2002 - 47H2,636.08,636.08,0.0,6.44,1903.54,28.13,39.86,21.26,9.78,11.13,2.6,1.66,3.13,117.55
2003 - 37G0,44.13,0.0,0.04,0.0,109.56,15.71,0.11,0.16,0.0,0.05,0.0,0.0,0.0,16.03
2003 - 37G1,145.25,16.13,0.29,0.05,243.48,67.76,5.57,4.38,1.19,0.27,0.0,0.0,0.0,79.17
2003 - 37G2,0.0,0.0,0.0,0.0,54.42,9.41,0.09,0.03,0.0,0.0,0.0,0.0,0.0,9.53
2003 - 37G5,88.0,0.0,0.54,0.0,942.16,90.54,133.72,93.14,133.92,49.94,66.46,5.69,7.39,580.8
2003 - 37G9,0.0,0.0,0.0,0.0,42.2,2.48,1.11,0.71,0.69,0.18,0.36,0.01,0.21,5.75
2003 - 38G0,634.46,154.33,4.21,0.62,141.05,5.72,0.29,0.0,0.0,0.0,0.0,0.0,0.0,6.01
2003 - 38G1,0.0,0.0,0.0,0.0,274.42,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55
2003 - 38G2,3.98,0.0,0.01,0.0,537.39,150.57,6.04,2.62,1.0,0.27,0.28,0.0,0.0,160.78
2003 - 38G3,783.95,3.98,8.86,0.0,896.48,82.78,28.46,23.25,37.8,17.24,7.11,1.76,1.87,200.27
2003 - 38G4,890.58,0.0,6.37,0.0,416.76,34.66,56.68,19.1,66.07,23.3,30.71,0.68,4.46,235.66
2003 - 38G5,3234.14,1298.57,64.74,6.06,171.03,41.33,71.38,55.7,70.21,22.89,29.7,4.62,5.1,300.93
2003 - 38G6,698.2,98.84,7.23,0.55,71.54,96.5,208.13,145.13,178.91,54.31,76.56,14.86,18.03,792.43
2003 - 38G7,0.0,0.0,0.0,0.0,9.34,18.4,35.34,24.15,31.35,8.82,12.85,2.1,2.61,135.62
2003 - 38G8,793.23,0.0,18.29,0.0,342.17,49.84,40.29,31.87,34.09,10.47,15.78,1.41,10.03,193.78
2003 - 38G9,1528.34,0.0,48.95,0.0,119.56,97.65,103.1,50.94,77.62,54.93,76.54,21.4,63.36,545.54
2003 - 39F9,259.97,0.0,1.57,0.0,81.86,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2003 - 39G0,137.25,0.0,0.82,0.0,16.01,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
2003 - 39G1,46.98,0.0,0.14,0.0,8.67,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
2003 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2003 - 39G3,366.67,0.0,3.69,0.0,319.83,146.74,34.77,30.5,28.49,10.93,6.35,1.05,2.02,260.85
2003 - 39G4,431.88,3.9,3.97,0.02,,,,,,,,,,
2003 - 39G5,3075.57,1165.11,94.72,3.7,105.96,137.72,204.94,133.5,117.72,52.93,6.31,6.31,0.0,659.43
2003 - 39G6,2308.19,314.32,41.51,0.68,50.43,80.27,167.72,110.4,140.23,41.94,60.24,10.88,14.84,626.52
2003 - 39G7,1921.42,19.59,28.51,0.02,29.65,137.15,153.95,155.14,148.03,41.06,61.05,6.68,7.22,710.28
2003 - 39G8,3161.37,78.03,59.18,0.46,31.03,131.88,196.88,153.19,213.14,73.7,101.14,31.44,58.36,959.73
2003 - 39G9,2525.92,0.0,54.17,0.0,9.2,50.2,61.2,52.1,76.6,36.5,51.1,14.8,30.2,372.7
2003 - 39H0,0.0,0.0,0.0,0.0,17.9,11.7,8.5,6.4,5.0,5.0,3.4,2.1,7.5,49.6
2003 - 40F9,27.16,0.0,0.04,0.0,11.62,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
2003 - 40G0,421.89,15.45,1.74,0.05,45.32,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
2003 - 40G1,111.82,0.0,0.29,0.0,21.53,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
2003 - 40G2,104.22,0.0,0.4,0.0,108.67,52.91,58.96,111.46,144.67,46.64,13.88,3.68,1.18,433.38
2003 - 40G4,299.5,3.9,4.23,0.0,268.02,43.02,5.59,9.45,3.85,0.96,0.0,0.0,0.0,62.87
2003 - 40G5,2730.72,0.0,39.97,0.0,295.58,265.77,130.59,91.61,63.63,23.97,11.26,2.48,0.0,589.31
2003 - 40G6,1734.67,23.38,23.01,0.04,22.13,52.02,121.86,220.75,248.21,114.91,74.64,14.08,3.14,849.61
2003 - 40G7,306.85,0.0,0.85,0.0,0.05,1.53,12.13,18.69,18.04,5.93,2.04,0.35,0.05,58.76
2003 - 40G8,3120.1,2358.37,92.2,52.82,4.65,81.6,158.54,193.92,234.2,74.97,130.66,54.56,80.74,1009.19
2003 - 40G9,1404.4,262.36,22.26,5.24,8.8,51.6,47.9,69.3,103.5,41.4,58.2,21.2,34.5,427.6
2003 - 40H0,0.0,0.0,0.0,0.0,3.8,49.4,44.5,68.6,71.7,48.3,69.3,64.1,86.7,502.6
2003 - 41G0,414.97,0.0,2.06,0.0,,,,,,,,,,
2003 - 41G1,2486.8,15.21,12.15,0.0,231.34,345.66,16.16,0.32,0.0,0.0,0.0,0.0,0.0,362.14
2003 - 41G2,1289.94,228.9,7.57,0.24,,,,,,,,,,
2003 - 41G6,518.86,144.62,4.67,0.72,23.45,83.93,189.49,273.68,153.0,65.16,10.42,8.86,0.0,784.54
2003 - 41G7,244.67,38.03,1.24,0.16,0.0,9.8,36.32,51.17,32.03,7.37,5.11,2.92,0.54,145.26
2003 - 41G8,837.24,415.15,14.52,5.23,0.0,16.5,39.4,87.0,98.5,31.9,45.6,14.2,42.6,375.7
2003 - 41G9,2277.48,1849.11,88.58,62.06,0.0,52.1,37.3,77.1,84.4,42.6,36.5,24.3,19.6,373.9
2003 - 41H0,15.21,0.0,0.06,0.0,39.9,158.0,53.7,93.6,56.0,25.2,15.6,16.8,20.4,439.3
2003 - 42G1,0.0,0.0,0.0,0.0,0.77,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3
2003 - 42G2,261.54,0.0,0.74,0.0,0.06,119.97,16.38,0.28,0.0,0.0,0.0,0.0,0.0,136.63
2003 - 42G6,246.37,170.64,3.55,1.35,0.0,12.87,38.99,59.66,36.64,10.27,0.61,0.0,0.0,159.04
2003 - 42G7,1778.32,1057.55,46.43,18.96,0.0,104.6,90.89,73.68,32.29,16.82,10.45,0.0,0.96,329.69
2003 - 42G8,301.22,282.44,12.42,10.02,1.51,100.08,180.81,270.38,299.06,155.38,75.96,38.97,49.03,1169.67
2003 - 42G9,3385.83,3385.83,265.98,223.98,0.0,28.93,49.13,50.05,33.38,12.16,11.07,1.97,6.55,193.24
2003 - 42H0,1214.55,1214.55,9.72,55.29,0.0,220.85,76.98,111.03,43.33,14.43,13.76,2.42,10.69,493.49
2003 - 43G7,2191.28,1632.38,75.41,42.97,45.02,734.43,51.48,35.99,36.55,11.5,0.0,0.0,0.0,869.95
2003 - 43G8,153.28,82.28,3.34,1.65,0.0,312.03,222.88,948.85,748.25,299.3,44.57,82.78,0.0,2658.66
2003 - 43G9,3036.66,2840.01,247.86,204.2,0.79,104.74,65.51,97.9,79.81,29.82,35.37,7.75,15.02,435.92
2003 - 43H0,2378.44,2170.59,195.0,184.48,0.0,148.46,103.63,229.98,129.31,52.12,47.52,20.66,29.78,761.46
2003 - 43H1,296.67,81.5,2.42,0.25,70.97,155.75,138.99,1015.3,151.25,154.76,129.54,133.66,286.88,2166.13
2003 - 44G7,3243.48,2886.51,158.08,114.44,11.47,621.3,331.3,297.23,97.28,16.48,20.11,0.0,0.0,1383.7
2003 - 44G8,1352.25,1308.2,45.3,32.42,444.45,910.31,1060.5,931.81,606.9,45.97,30.66,0.0,0.0,3586.15
2003 - 44G9,2014.11,1646.5,86.42,64.1,142.04,64.93,20.33,49.95,21.22,8.84,10.7,1.29,2.51,179.77
2003 - 44H0,3092.47,2853.11,147.64,132.83,1.29,224.88,151.32,227.01,162.75,46.63,68.15,23.47,42.63,946.84
2003 - 44H1,762.0,135.32,6.21,1.35,29.47,573.53,111.31,673.44,202.63,100.61,99.03,59.18,155.47,1975.2
2003 - 45G7,2646.21,2237.18,122.85,90.84,148.71,442.25,334.19,316.37,140.53,25.7,8.49,0.0,0.0,1267.53
2003 - 45G8,3209.63,3137.07,197.14,159.17,366.62,31.89,9.61,5.39,6.82,0.8,0.4,0.0,0.0,54.91
2003 - 45G9,2478.19,2195.66,133.07,102.63,106.95,361.3,157.02,163.3,123.74,31.92,13.36,4.03,3.13,857.8
2003 - 45H0,2995.75,2879.63,97.16,86.57,33.29,371.07,175.94,226.19,159.34,73.93,24.83,8.83,9.62,1049.75
2003 - 45H1,785.28,407.87,11.25,5.01,117.89,95.62,33.03,27.21,24.91,10.73,6.37,1.6,4.02,203.49
2003 - 46G8,2286.43,2193.3,215.54,194.35,21.88,59.41,5.81,2.51,0.0,0.3,0.0,0.0,0.0,68.03
2003 - 46G9,3052.79,2959.5,179.08,137.72,92.41,433.22,299.54,132.28,103.93,10.44,0.0,0.0,3.07,982.48
2003 - 46H0,3203.53,3092.49,193.28,146.04,100.51,689.9,408.59,343.64,111.67,14.41,9.6,4.8,0.0,1582.61
2003 - 46H1,1746.64,1107.21,35.18,15.16,706.23,589.26,26.99,4.49,0.0,0.0,0.0,0.0,0.0,620.74
2003 - 46H2,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003 - 47G9,767.74,612.29,10.48,5.19,112.79,185.7,156.48,124.93,32.36,29.3,0.0,0.0,0.0,528.77
2003 - 47H0,1870.68,1177.38,68.69,32.26,916.31,1180.74,220.23,185.97,78.08,0.0,0.0,0.0,0.0,1665.02
2003 - 47H1,2441.54,1433.15,89.06,48.45,579.15,2141.82,715.88,463.56,145.92,58.36,22.93,0.0,0.0,3548.47
2003 - 47H2,316.57,0.0,2.85,0.0,74.34,175.69,21.78,32.88,17.27,10.62,1.84,1.31,0.0,261.39
2003 - 47H3,0.0,0.0,0.0,0.0,93.63,772.25,240.82,142.7,70.64,42.45,24.57,0.5,8.21,1302.14
2004 - 37G0,0.0,0.0,0.0,0.0,54.68,13.6,5.06,0.63,0.36,0.0,0.0,0.0,0.0,19.65
2004 - 37G1,20.08,0.0,0.01,0.0,616.15,73.14,30.01,3.53,4.99,1.61,0.74,0.0,0.0,114.02
2004 - 37G2,0.0,0.0,0.0,0.0,30.4,8.93,2.96,1.96,0.65,0.59,0.1,0.0,0.01,15.2
2004 - 37G3,0.0,0.0,0.0,0.0,501.91,1.4,1.9,1.1,0.27,0.22,0.18,0.0,0.04,5.11
2004 - 37G4,0.0,0.0,0.0,0.0,254.72,67.34,48.15,44.2,21.73,19.22,5.44,3.01,0.99,210.08
2004 - 37G5,0.0,0.0,0.0,0.0,109.19,35.37,54.65,39.76,30.85,29.17,3.06,3.58,4.32,200.76
2004 - 37G8,0.0,0.0,0.0,0.0,42.31,4.55,4.53,3.89,4.12,3.17,0.93,1.63,1.82,24.64
2004 - 37G9,40.0,16.0,0.26,0.06,70.11,7.54,7.52,6.45,6.83,5.25,1.54,2.7,3.02,40.85
2004 - 38G0,75.41,0.0,0.12,0.0,141.06,35.08,13.04,1.62,0.93,0.0,0.0,0.0,0.0,50.67
2004 - 38G1,3.95,0.0,0.01,0.0,40.37,14.51,6.25,0.63,0.74,0.07,0.07,0.0,0.0,22.27
2004 - 38G2,0.0,0.0,0.0,0.0,361.16,51.84,17.77,12.87,4.55,4.37,0.76,0.12,0.0,92.28
2004 - 38G3,86.91,0.0,0.15,0.0,747.63,125.26,60.76,40.38,14.07,13.2,3.71,1.27,0.53,259.18
2004 - 38G4,578.38,134.53,5.85,2.49,49.88,98.25,67.5,49.34,21.26,18.33,5.82,2.3,0.74,263.54
2004 - 38G5,2925.37,1196.99,63.35,10.16,232.49,98.86,163.03,117.61,88.0,81.64,8.66,10.24,12.43,580.47
2004 - 38G6,257.13,0.0,4.11,0.0,62.44,69.16,126.41,112.43,91.72,86.01,11.86,20.58,25.34,543.51
2004 - 38G7,0.0,0.0,0.0,0.0,63.42,15.36,24.51,20.8,16.96,18.02,2.08,3.52,5.29,106.54
2004 - 38G8,908.48,106.78,19.27,0.25,136.41,23.37,50.04,66.7,60.39,62.4,19.57,40.77,42.3,365.54
2004 - 38G9,2263.23,1317.18,66.68,18.09,153.64,37.57,58.99,66.12,58.04,54.69,26.09,29.83,24.22,355.55
2004 - 39F9,15.76,0.0,0.03,0.0,0.2,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2004 - 39G0,11.84,0.0,0.01,0.0,20.2,0.0,0.94,0.0,0.0,0.76,0.76,0.0,0.0,2.46
2004 - 39G1,11.84,0.0,0.04,0.0,3.74,1.51,0.58,0.0,0.0,0.0,0.0,0.0,0.0,2.09
2004 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2004 - 39G3,909.64,0.0,1.5,0.0,141.13,118.53,96.48,70.48,25.55,21.65,6.87,4.41,0.89,344.86
2004 - 39G4,1789.97,203.22,32.22,1.27,,,,,,,,,,
2004 - 39G5,3366.2,2769.2,122.18,33.27,37.61,24.87,117.26,78.52,80.67,22.74,5.19,1.74,0.86,331.85
2004 - 39G6,2825.41,303.14,80.55,2.34,60.7,78.35,131.09,147.14,141.9,142.33,18.15,35.12,45.18,739.26
2004 - 39G7,1833.03,0.0,34.9,0.0,157.58,112.81,203.9,174.96,140.5,141.64,15.83,25.98,34.77,850.39
2004 - 39G8,3188.76,1480.16,78.98,14.42,18.17,42.86,91.75,114.02,112.47,108.49,40.4,66.94,64.93,641.86
2004 - 39G9,3276.17,2216.5,88.3,24.61,138.24,53.29,182.32,204.62,200.9,218.84,131.33,77.77,73.92,1142.99
2004 - 39H0,349.45,0.0,1.41,0.0,82.32,28.38,35.06,56.98,37.72,28.72,30.41,21.05,11.37,249.69
2004 - 40F9,0.0,0.0,0.0,0.0,0.1,0.16,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.2
2004 - 40G0,181.84,0.0,0.63,0.0,0.71,1.14,0.24,0.0,0.04,0.0,0.0,0.0,0.0,1.42
2004 - 40G1,15.41,0.0,0.05,0.0,0.34,0.54,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.67
2004 - 40G2,77.2,0.0,0.31,0.0,0.0,252.06,228.77,131.3,79.3,72.24,58.78,13.64,9.27,845.36
2004 - 40G4,610.34,233.59,8.14,0.75,77.84,27.39,122.8,77.38,41.01,40.28,17.33,2.65,1.61,330.45
2004 - 40G5,2514.06,1271.98,35.43,6.68,21.85,46.69,36.86,19.47,16.11,8.57,2.35,1.38,0.0,131.43
2004 - 40G6,1850.38,465.41,32.04,1.87,13.14,33.92,92.07,81.08,59.79,32.1,16.89,0.99,0.0,316.84
2004 - 40G7,1313.34,229.14,4.84,0.73,14.11,98.2,304.54,302.51,186.76,96.8,24.73,4.56,1.17,1019.27
2004 - 40G8,3487.14,2844.78,130.48,73.39,1.73,20.01,39.54,40.94,42.74,31.51,10.95,9.97,7.95,203.61
2004 - 40G9,2719.16,1454.38,54.9,16.58,3.57,6.72,27.53,36.73,40.3,27.31,12.37,6.02,8.65,165.63
2004 - 40H0,326.66,0.0,1.34,0.0,2.4,7.02,34.43,46.05,57.81,31.43,16.06,6.4,8.03,207.23
2004 - 41G0,80.65,0.0,0.29,0.0,,,,,,,,,,
2004 - 41G1,721.07,0.0,2.8,0.0,5.66,5.23,0.85,0.02,0.04,0.04,0.0,0.0,0.0,6.18
2004 - 41G2,1056.75,0.0,6.68,0.0,,,,,,,,,,
2004 - 41G6,87.63,0.0,0.13,0.0,1.76,60.91,307.1,272.25,172.46,83.73,28.67,18.55,11.94,955.61
2004 - 41G7,439.78,0.0,1.81,0.0,4.66,34.97,170.92,92.08,55.15,45.46,5.83,2.72,0.0,407.13
2004 - 41G8,2316.88,2148.5,86.73,67.23,0.0,2.67,35.66,19.93,15.92,15.92,5.43,4.67,6.48,106.68
2004 - 41G9,2663.4,2361.24,133.57,89.51,0.7,16.31,36.32,39.62,52.63,45.33,29.32,6.3,30.22,256.05
2004 - 41H0,144.59,7.6,1.45,0.04,0.1,1.5,9.13,12.25,17.27,7.63,4.41,1.4,1.4,54.99
2004 - 42G1,0.0,0.0,0.0,0.0,4.91,19.03,6.19,0.76,0.44,0.09,0.0,0.0,0.0,26.51
2004 - 42G2,140.44,0.0,0.45,0.0,0.25,1.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.36
2004 - 42G6,75.89,0.0,0.24,0.0,0.0,74.1,91.33,42.63,28.61,13.45,0.94,0.94,0.95,252.95
2004 - 42G7,3163.26,1046.22,73.49,11.88,0.0,42.96,100.64,26.78,13.48,9.09,0.64,1.37,0.0,194.96
2004 - 42G8,1192.67,649.25,41.73,22.34,0.3,17.75,208.43,161.85,188.67,80.45,56.14,0.0,32.4,745.69
2004 - 42G9,3397.22,3397.22,302.75,254.5,3.42,31.23,151.18,107.84,141.39,50.57,35.05,13.01,16.63,546.9
2004 - 42H0,1429.52,1131.2,75.2,55.83,9.13,47.67,263.58,236.6,231.14,113.22,152.95,25.92,39.89,1110.97
