,A43ml,A1ml,V43ml,V1ml
1985 - 45F9,0.0,0.0,0.0,0.0
1985 - 45G0,0.0,0.0,0.0,0.0
1985 - 45G1,0.0,0.0,0.0,0.0
1985 - 45G2,0.0,0.0,0.0,0.0
1985 - 45G3,0.0,0.0,0.0,0.0
1985 - 45G4,0.0,0.0,0.0,0.0
1985 - 45G5,0.0,0.0,0.0,0.0
1985 - 45G6,0.0,0.0,0.0,0.0
1985 - 45G7,1943.29,1284.32,81.56,35.06
1985 - 45G8,3137.07,2261.56,161.39,75.35
1985 - 45G9,2213.71,1121.77,108.05,35.11
1985 - 45H0,2759.33,731.77,87.23,12.5
1985 - 45H1,270.4,0.0,3.62,0.0
1985 - 45H2,0.0,0.0,0.0,0.0
1985 - 45H3,0.0,0.0,0.0,0.0
1985 - 45H4,0.0,0.0,0.0,0.0
1985 - 45H5,0.0,0.0,0.0,0.0
1985 - 45H6,0.0,0.0,0.0,0.0
1985 - 45H7,0.0,0.0,0.0,0.0
1985 - 45H8,0.0,0.0,0.0,0.0
1985 - 45H9,0.0,0.0,0.0,0.0
1985 - 45I0,0.0,0.0,0.0,0.0
1985 - 46F9,0.0,0.0,0.0,0.0
1985 - 46G0,0.0,0.0,0.0,0.0
1985 - 46G1,0.0,0.0,0.0,0.0
1985 - 46G2,0.0,0.0,0.0,0.0
1985 - 46G3,0.0,0.0,0.0,0.0
1985 - 46G4,0.0,0.0,0.0,0.0
1985 - 46G5,0.0,0.0,0.0,0.0
1985 - 46G6,0.0,0.0,0.0,0.0
1985 - 46G7,97.05,0.0,0.89,0.0
1985 - 46G8,2093.51,1593.97,194.26,134.13
1985 - 46G9,2973.81,2226.88,164.45,47.97
1985 - 46H0,3160.52,2096.47,183.35,70.73
1985 - 46H1,1252.99,277.18,19.42,3.39
1985 - 46H2,0.0,0.0,0.0,0.0
1985 - 46H3,0.0,0.0,0.0,0.0
1985 - 46H4,0.0,0.0,0.0,0.0
1985 - 46H5,0.0,0.0,0.0,0.0
1985 - 46H6,0.0,0.0,0.0,0.0
1985 - 46H7,0.0,0.0,0.0,0.0
1985 - 46H8,0.0,0.0,0.0,0.0
1985 - 46H9,0.0,0.0,0.0,0.0
1985 - 46I0,0.0,0.0,0.0,0.0
1985 - 47F9,0.0,0.0,0.0,0.0
1985 - 47G0,0.0,0.0,0.0,0.0
1985 - 47G1,0.0,0.0,0.0,0.0
1985 - 47G2,0.0,0.0,0.0,0.0
1985 - 47G3,0.0,0.0,0.0,0.0
1985 - 47G4,0.0,0.0,0.0,0.0
1985 - 47G5,0.0,0.0,0.0,0.0
1985 - 47G6,0.0,0.0,0.0,0.0
1985 - 47G7,0.0,0.0,0.0,0.0
1985 - 47G8,0.0,0.0,0.0,0.0
1985 - 47G9,1092.44,17.72,16.8,0.21
1985 - 47H0,1600.0,626.35,49.94,8.15
1985 - 47H1,1946.75,1169.01,67.12,31.48
1985 - 47H2,853.16,390.13,14.49,5.33
1985 - 47H3,616.34,31.52,8.82,0.06
1985 - 47H4,41.96,3.5,0.48,0.02
1985 - 47H5,0.0,0.0,0.0,0.0
1985 - 47H6,0.0,0.0,0.0,0.0
1985 - 47H7,0.0,0.0,0.0,0.0
1985 - 47H8,0.0,0.0,0.0,0.0
1985 - 47H9,0.0,0.0,0.0,0.0
1985 - 47I0,0.0,0.0,0.0,0.0
1985 - 48F9,0.0,0.0,0.0,0.0
1985 - 48G0,0.0,0.0,0.0,0.0
1985 - 48G1,0.0,0.0,0.0,0.0
1985 - 48G2,0.0,0.0,0.0,0.0
1985 - 48G3,0.0,0.0,0.0,0.0
1985 - 48G4,0.0,0.0,0.0,0.0
1985 - 48G5,0.0,0.0,0.0,0.0
1985 - 48G6,0.0,0.0,0.0,0.0
1985 - 48G7,0.0,0.0,0.0,0.0
1985 - 48G8,0.0,0.0,0.0,0.0
1985 - 48G9,0.0,0.0,0.0,0.0
1985 - 48H0,0.0,0.0,0.0,0.0
1985 - 48H1,34.92,0.0,0.17,0.0
1985 - 48H2,90.77,6.99,0.94,0.01
1985 - 48H3,568.23,0.0,4.23,0.0
1985 - 48H4,869.6,100.8,10.22,0.36
1985 - 48H5,655.16,273.99,9.5,2.41
1985 - 48H6,0.0,0.0,0.0,0.0
1985 - 48H7,0.0,0.0,0.0,0.0
1985 - 48H8,0.0,0.0,0.0,0.0
1985 - 48H9,0.0,0.0,0.0,0.0
1985 - 48I0,0.0,0.0,0.0,0.0
1985 - 49F9,0.0,0.0,0.0,0.0
1985 - 49G0,0.0,0.0,0.0,0.0
1985 - 49G1,0.0,0.0,0.0,0.0
1985 - 49G2,0.0,0.0,0.0,0.0
1985 - 49G3,0.0,0.0,0.0,0.0
1985 - 49G4,0.0,0.0,0.0,0.0
1985 - 49G5,0.0,0.0,0.0,0.0
1985 - 49G6,0.0,0.0,0.0,0.0
1985 - 49G7,0.0,0.0,0.0,0.0
1985 - 49G8,0.0,0.0,0.0,0.0
1985 - 49G9,0.0,0.0,0.0,0.0
1985 - 49H0,0.0,0.0,0.0,0.0
1985 - 49H1,0.0,0.0,0.0,0.0
1985 - 49H2,0.0,0.0,0.0,0.0
1985 - 49H3,0.0,0.0,0.0,0.0
1985 - 49H4,0.0,0.0,0.0,0.0
1985 - 49H5,0.0,0.0,0.0,0.0
1985 - 49H6,0.0,0.0,0.0,0.0
1985 - 49H7,0.0,0.0,0.0,0.0
1985 - 49H8,0.0,0.0,0.0,0.0
1985 - 49H9,0.0,0.0,0.0,0.0
1985 - 49I0,0.0,0.0,0.0,0.0
1985 - 50F9,0.0,0.0,0.0,0.0
1985 - 50G0,0.0,0.0,0.0,0.0
1985 - 50G1,0.0,0.0,0.0,0.0
1985 - 50G2,0.0,0.0,0.0,0.0
1985 - 50G3,0.0,0.0,0.0,0.0
1985 - 50G4,0.0,0.0,0.0,0.0
1985 - 50G5,0.0,0.0,0.0,0.0
1985 - 50G6,0.0,0.0,0.0,0.0
1985 - 50G7,0.0,0.0,0.0,0.0
1985 - 50G8,0.0,0.0,0.0,0.0
1985 - 50G9,0.0,0.0,0.0,0.0
1985 - 50H0,0.0,0.0,0.0,0.0
1985 - 50H1,0.0,0.0,0.0,0.0
1985 - 50H2,0.0,0.0,0.0,0.0
1985 - 50H3,0.0,0.0,0.0,0.0
1985 - 50H4,0.0,0.0,0.0,0.0
1985 - 50H5,0.0,0.0,0.0,0.0
1985 - 50H6,0.0,0.0,0.0,0.0
1985 - 50H7,0.0,0.0,0.0,0.0
1985 - 50H8,0.0,0.0,0.0,0.0
1985 - 50H9,0.0,0.0,0.0,0.0
1985 - 50I0,0.0,0.0,0.0,0.0
1985 - 51F9,0.0,0.0,0.0,0.0
1985 - 51G0,0.0,0.0,0.0,0.0
1985 - 51G1,0.0,0.0,0.0,0.0
1985 - 51G2,0.0,0.0,0.0,0.0
1985 - 51G3,0.0,0.0,0.0,0.0
1985 - 51G4,0.0,0.0,0.0,0.0
1985 - 51G5,0.0,0.0,0.0,0.0
1985 - 51G6,0.0,0.0,0.0,0.0
1985 - 51G7,0.0,0.0,0.0,0.0
1985 - 51G8,0.0,0.0,0.0,0.0
1985 - 51G9,0.0,0.0,0.0,0.0
1985 - 51H0,0.0,0.0,0.0,0.0
1985 - 51H1,0.0,0.0,0.0,0.0
1985 - 51H2,0.0,0.0,0.0,0.0
1985 - 51H3,0.0,0.0,0.0,0.0
1985 - 51H4,0.0,0.0,0.0,0.0
1985 - 51H5,0.0,0.0,0.0,0.0
1985 - 51H6,0.0,0.0,0.0,0.0
1985 - 51H7,0.0,0.0,0.0,0.0
1985 - 51H8,0.0,0.0,0.0,0.0
1985 - 51H9,0.0,0.0,0.0,0.0
1985 - 51I0,0.0,0.0,0.0,0.0
1985 - 52F9,0.0,0.0,0.0,0.0
1985 - 52G0,0.0,0.0,0.0,0.0
1985 - 52G1,0.0,0.0,0.0,0.0
1985 - 52G2,0.0,0.0,0.0,0.0
1985 - 52G3,0.0,0.0,0.0,0.0
1985 - 52G4,0.0,0.0,0.0,0.0
1985 - 52G5,0.0,0.0,0.0,0.0
1985 - 52G6,0.0,0.0,0.0,0.0
1985 - 52G7,0.0,0.0,0.0,0.0
1985 - 52G8,0.0,0.0,0.0,0.0
1985 - 52G9,0.0,0.0,0.0,0.0
1985 - 52H0,0.0,0.0,0.0,0.0
1985 - 52H1,0.0,0.0,0.0,0.0
1985 - 52H2,0.0,0.0,0.0,0.0
1985 - 52H3,0.0,0.0,0.0,0.0
1985 - 52H4,0.0,0.0,0.0,0.0
1985 - 52H5,0.0,0.0,0.0,0.0
1985 - 52H6,0.0,0.0,0.0,0.0
1985 - 52H7,0.0,0.0,0.0,0.0
1985 - 52H8,0.0,0.0,0.0,0.0
1985 - 52H9,0.0,0.0,0.0,0.0
1985 - 52I0,0.0,0.0,0.0,0.0
1985 - 53F9,0.0,0.0,0.0,0.0
1985 - 53G0,0.0,0.0,0.0,0.0
1985 - 53G1,0.0,0.0,0.0,0.0
1985 - 53G2,0.0,0.0,0.0,0.0
1985 - 53G3,0.0,0.0,0.0,0.0
1985 - 53G4,0.0,0.0,0.0,0.0
1985 - 53G5,0.0,0.0,0.0,0.0
1985 - 53G6,0.0,0.0,0.0,0.0
1985 - 53G7,0.0,0.0,0.0,0.0
1985 - 53G8,0.0,0.0,0.0,0.0
1985 - 53G9,0.0,0.0,0.0,0.0
1985 - 53H0,0.0,0.0,0.0,0.0
1985 - 53H1,0.0,0.0,0.0,0.0
1985 - 53H2,0.0,0.0,0.0,0.0
1985 - 53H3,0.0,0.0,0.0,0.0
1985 - 53H4,0.0,0.0,0.0,0.0
1985 - 53H5,0.0,0.0,0.0,0.0
1985 - 53H6,0.0,0.0,0.0,0.0
1985 - 53H7,0.0,0.0,0.0,0.0
1985 - 53H8,0.0,0.0,0.0,0.0
1985 - 53H9,0.0,0.0,0.0,0.0
1985 - 53I0,0.0,0.0,0.0,0.0
1985 - 54F9,0.0,0.0,0.0,0.0
1985 - 54G0,0.0,0.0,0.0,0.0
1985 - 54G1,0.0,0.0,0.0,0.0
1985 - 54G2,0.0,0.0,0.0,0.0
1985 - 54G3,0.0,0.0,0.0,0.0
1985 - 54G4,0.0,0.0,0.0,0.0
1985 - 54G5,0.0,0.0,0.0,0.0
1985 - 54G6,0.0,0.0,0.0,0.0
1985 - 54G7,0.0,0.0,0.0,0.0
1985 - 54G8,0.0,0.0,0.0,0.0
1985 - 54G9,0.0,0.0,0.0,0.0
1985 - 54H0,0.0,0.0,0.0,0.0
1985 - 54H1,0.0,0.0,0.0,0.0
1985 - 54H2,0.0,0.0,0.0,0.0
1985 - 54H3,0.0,0.0,0.0,0.0
1985 - 54H4,0.0,0.0,0.0,0.0
1985 - 54H5,0.0,0.0,0.0,0.0
1985 - 54H6,0.0,0.0,0.0,0.0
1985 - 54H7,0.0,0.0,0.0,0.0
1985 - 54H8,0.0,0.0,0.0,0.0
1985 - 54H9,0.0,0.0,0.0,0.0
1985 - 54I0,0.0,0.0,0.0,0.0
1985 - 55F9,0.0,0.0,0.0,0.0
1985 - 55G0,0.0,0.0,0.0,0.0
1985 - 55G1,0.0,0.0,0.0,0.0
1985 - 55G2,0.0,0.0,0.0,0.0
1985 - 55G3,0.0,0.0,0.0,0.0
1985 - 55G4,0.0,0.0,0.0,0.0
1985 - 55G5,0.0,0.0,0.0,0.0
1985 - 55G6,0.0,0.0,0.0,0.0
1985 - 55G7,0.0,0.0,0.0,0.0
1985 - 55G8,0.0,0.0,0.0,0.0
1985 - 55G9,0.0,0.0,0.0,0.0
1985 - 55H0,0.0,0.0,0.0,0.0
1985 - 55H1,0.0,0.0,0.0,0.0
1985 - 55H2,0.0,0.0,0.0,0.0
1985 - 55H3,0.0,0.0,0.0,0.0
1985 - 55H4,0.0,0.0,0.0,0.0
1985 - 55H5,0.0,0.0,0.0,0.0
1985 - 55H6,0.0,0.0,0.0,0.0
1985 - 55H7,0.0,0.0,0.0,0.0
1985 - 55H8,0.0,0.0,0.0,0.0
1985 - 55H9,0.0,0.0,0.0,0.0
1985 - 55I0,0.0,0.0,0.0,0.0
1985 - 56F9,0.0,0.0,0.0,0.0
1985 - 56G0,0.0,0.0,0.0,0.0
1985 - 56G1,0.0,0.0,0.0,0.0
1985 - 56G2,0.0,0.0,0.0,0.0
1985 - 56G3,0.0,0.0,0.0,0.0
1985 - 56G4,0.0,0.0,0.0,0.0
1985 - 56G5,0.0,0.0,0.0,0.0
1985 - 56G6,0.0,0.0,0.0,0.0
1985 - 56G7,0.0,0.0,0.0,0.0
1985 - 56G8,0.0,0.0,0.0,0.0
1985 - 56G9,0.0,0.0,0.0,0.0
1985 - 56H0,0.0,0.0,0.0,0.0
1985 - 56H1,0.0,0.0,0.0,0.0
1985 - 56H2,0.0,0.0,0.0,0.0
1985 - 56H3,0.0,0.0,0.0,0.0
1985 - 56H4,0.0,0.0,0.0,0.0
1985 - 56H5,0.0,0.0,0.0,0.0
1985 - 56H6,0.0,0.0,0.0,0.0
1985 - 56H7,0.0,0.0,0.0,0.0
1985 - 56H8,0.0,0.0,0.0,0.0
1985 - 56H9,0.0,0.0,0.0,0.0
1985 - 56I0,0.0,0.0,0.0,0.0
1985 - 57F9,0.0,0.0,0.0,0.0
1985 - 57G0,0.0,0.0,0.0,0.0
1985 - 57G1,0.0,0.0,0.0,0.0
1985 - 57G2,0.0,0.0,0.0,0.0
1985 - 57G3,0.0,0.0,0.0,0.0
1985 - 57G4,0.0,0.0,0.0,0.0
1985 - 57G5,0.0,0.0,0.0,0.0
1985 - 57G6,0.0,0.0,0.0,0.0
1985 - 57G7,0.0,0.0,0.0,0.0
1985 - 57G8,0.0,0.0,0.0,0.0
1985 - 57G9,0.0,0.0,0.0,0.0
1985 - 57H0,0.0,0.0,0.0,0.0
1985 - 57H1,0.0,0.0,0.0,0.0
1985 - 57H2,0.0,0.0,0.0,0.0
1985 - 57H3,0.0,0.0,0.0,0.0
1985 - 57H4,0.0,0.0,0.0,0.0
1985 - 57H5,0.0,0.0,0.0,0.0
1985 - 57H6,0.0,0.0,0.0,0.0
1985 - 57H7,0.0,0.0,0.0,0.0
1985 - 57H8,0.0,0.0,0.0,0.0
1985 - 57H9,0.0,0.0,0.0,0.0
1985 - 57I0,0.0,0.0,0.0,0.0
1985 - 58F9,0.0,0.0,0.0,0.0
1985 - 58G0,0.0,0.0,0.0,0.0
1985 - 58G1,0.0,0.0,0.0,0.0
1985 - 58G2,0.0,0.0,0.0,0.0
1985 - 58G3,0.0,0.0,0.0,0.0
1985 - 58G4,0.0,0.0,0.0,0.0
1985 - 58G5,0.0,0.0,0.0,0.0
1985 - 58G6,0.0,0.0,0.0,0.0
1985 - 58G7,0.0,0.0,0.0,0.0
1985 - 58G8,0.0,0.0,0.0,0.0
1985 - 58G9,0.0,0.0,0.0,0.0
1985 - 58H0,0.0,0.0,0.0,0.0
1985 - 58H1,0.0,0.0,0.0,0.0
1985 - 58H2,0.0,0.0,0.0,0.0
1985 - 58H3,0.0,0.0,0.0,0.0
1985 - 58H4,0.0,0.0,0.0,0.0
1985 - 58H5,0.0,0.0,0.0,0.0
1985 - 58H6,0.0,0.0,0.0,0.0
1985 - 58H7,0.0,0.0,0.0,0.0
1985 - 58H8,0.0,0.0,0.0,0.0
1985 - 58H9,0.0,0.0,0.0,0.0
1985 - 58I0,0.0,0.0,0.0,0.0
1985 - 59F9,0.0,0.0,0.0,0.0
1985 - 59G0,0.0,0.0,0.0,0.0
1985 - 59G1,0.0,0.0,0.0,0.0
1985 - 59G2,0.0,0.0,0.0,0.0
1985 - 59G3,0.0,0.0,0.0,0.0
1985 - 59G4,0.0,0.0,0.0,0.0
1985 - 59G5,0.0,0.0,0.0,0.0
1985 - 59G6,0.0,0.0,0.0,0.0
1985 - 59G7,0.0,0.0,0.0,0.0
1985 - 59G8,0.0,0.0,0.0,0.0
1985 - 59G9,0.0,0.0,0.0,0.0
1985 - 59H0,0.0,0.0,0.0,0.0
1985 - 59H1,0.0,0.0,0.0,0.0
1985 - 59H2,0.0,0.0,0.0,0.0
1985 - 59H3,0.0,0.0,0.0,0.0
1985 - 59H4,0.0,0.0,0.0,0.0
1985 - 59H5,0.0,0.0,0.0,0.0
1985 - 59H6,0.0,0.0,0.0,0.0
1985 - 59H7,0.0,0.0,0.0,0.0
1985 - 59H8,0.0,0.0,0.0,0.0
1985 - 59H9,0.0,0.0,0.0,0.0
1985 - 59I0,0.0,0.0,0.0,0.0
1985 - 60F9,0.0,0.0,0.0,0.0
1985 - 60G0,0.0,0.0,0.0,0.0
1985 - 60G1,0.0,0.0,0.0,0.0
1985 - 60G2,0.0,0.0,0.0,0.0
1985 - 60G3,0.0,0.0,0.0,0.0
1985 - 60G4,0.0,0.0,0.0,0.0
1985 - 60G5,0.0,0.0,0.0,0.0
1985 - 60G6,0.0,0.0,0.0,0.0
1985 - 60G7,0.0,0.0,0.0,0.0
1985 - 60G8,0.0,0.0,0.0,0.0
1985 - 60G9,0.0,0.0,0.0,0.0
1985 - 60H0,0.0,0.0,0.0,0.0
1985 - 60H1,0.0,0.0,0.0,0.0
1985 - 60H2,0.0,0.0,0.0,0.0
1985 - 60H3,0.0,0.0,0.0,0.0
1985 - 60H4,0.0,0.0,0.0,0.0
1985 - 60H5,0.0,0.0,0.0,0.0
1985 - 60H6,0.0,0.0,0.0,0.0
1985 - 60H7,0.0,0.0,0.0,0.0
1985 - 60H8,0.0,0.0,0.0,0.0
1985 - 60H9,0.0,0.0,0.0,0.0
1985 - 60I0,0.0,0.0,0.0,0.0
1986 - 35F9,0.0,0.0,0.0,0.0
1986 - 35G0,0.0,0.0,0.0,0.0
1986 - 35G1,0.0,0.0,0.0,0.0
1986 - 35G2,0.0,0.0,0.0,0.0
1986 - 35G3,0.0,0.0,0.0,0.0
1986 - 35G4,0.0,0.0,0.0,0.0
1986 - 35G5,0.0,0.0,0.0,0.0
1986 - 35G6,0.0,0.0,0.0,0.0
1986 - 35G7,0.0,0.0,0.0,0.0
1986 - 35G8,0.0,0.0,0.0,0.0
1986 - 35G9,0.0,0.0,0.0,0.0
1986 - 35H0,0.0,0.0,0.0,0.0
1986 - 35H1,0.0,0.0,0.0,0.0
1986 - 35H2,0.0,0.0,0.0,0.0
1986 - 35H3,0.0,0.0,0.0,0.0
1986 - 35H4,0.0,0.0,0.0,0.0
1986 - 35H5,0.0,0.0,0.0,0.0
1986 - 35H6,0.0,0.0,0.0,0.0
1986 - 35H7,0.0,0.0,0.0,0.0
1986 - 35H8,0.0,0.0,0.0,0.0
1986 - 35H9,0.0,0.0,0.0,0.0
1986 - 35I0,0.0,0.0,0.0,0.0
1986 - 36F9,0.0,0.0,0.0,0.0
1986 - 36G0,0.0,0.0,0.0,0.0
1986 - 36G1,0.0,0.0,0.0,0.0
1986 - 36G2,0.0,0.0,0.0,0.0
1986 - 36G3,0.0,0.0,0.0,0.0
1986 - 36G4,0.0,0.0,0.0,0.0
1986 - 36G5,0.0,0.0,0.0,0.0
1986 - 36G6,0.0,0.0,0.0,0.0
1986 - 36G7,0.0,0.0,0.0,0.0
1986 - 36G8,0.0,0.0,0.0,0.0
1986 - 36G9,0.0,0.0,0.0,0.0
1986 - 36H0,0.0,0.0,0.0,0.0
1986 - 36H1,0.0,0.0,0.0,0.0
1986 - 36H2,0.0,0.0,0.0,0.0
1986 - 36H3,0.0,0.0,0.0,0.0
1986 - 36H4,0.0,0.0,0.0,0.0
1986 - 36H5,0.0,0.0,0.0,0.0
1986 - 36H6,0.0,0.0,0.0,0.0
1986 - 36H7,0.0,0.0,0.0,0.0
1986 - 36H8,0.0,0.0,0.0,0.0
1986 - 36H9,0.0,0.0,0.0,0.0
1986 - 36I0,0.0,0.0,0.0,0.0
1986 - 37F9,0.0,0.0,0.0,0.0
1986 - 37G0,8.07,0.0,0.01,0.0
1986 - 37G1,229.72,32.28,0.62,0.03
1986 - 37G2,0.0,0.0,0.0,0.0
1986 - 37G3,0.0,0.0,0.0,0.0
1986 - 37G4,0.0,0.0,0.0,0.0
1986 - 37G5,0.0,0.0,0.0,0.0
1986 - 37G6,0.0,0.0,0.0,0.0
1986 - 37G7,0.0,0.0,0.0,0.0
1986 - 37G8,0.0,0.0,0.0,0.0
1986 - 37G9,0.0,0.0,0.0,0.0
1986 - 37H0,0.0,0.0,0.0,0.0
1986 - 37H1,0.0,0.0,0.0,0.0
1986 - 37H2,0.0,0.0,0.0,0.0
1986 - 37H3,0.0,0.0,0.0,0.0
1986 - 37H4,0.0,0.0,0.0,0.0
1986 - 37H5,0.0,0.0,0.0,0.0
1986 - 37H6,0.0,0.0,0.0,0.0
1986 - 37H7,0.0,0.0,0.0,0.0
1986 - 37H8,0.0,0.0,0.0,0.0
1986 - 37H9,0.0,0.0,0.0,0.0
1986 - 37I0,0.0,0.0,0.0,0.0
1986 - 38F9,71.36,15.85,0.33,0.01
1986 - 38G0,281.22,15.82,1.26,0.01
1986 - 38G1,0.0,0.0,0.0,0.0
1986 - 38G2,114.8,7.92,0.27,0.0
1986 - 38G3,1254.8,617.78,12.03,1.21
1986 - 38G4,594.69,0.0,3.51,0.0
1986 - 38G5,2093.17,352.32,46.22,1.12
1986 - 38G6,225.51,0.0,2.97,0.0
1986 - 38G7,0.0,0.0,0.0,0.0
1986 - 38G8,375.84,146.48,5.28,0.48
1986 - 38G9,387.66,344.15,8.21,2.38
1986 - 38H0,0.0,0.0,0.0,0.0
1986 - 38H1,0.0,0.0,0.0,0.0
1986 - 38H2,0.0,0.0,0.0,0.0
1986 - 38H3,0.0,0.0,0.0,0.0
1986 - 38H4,0.0,0.0,0.0,0.0
1986 - 38H5,0.0,0.0,0.0,0.0
1986 - 38H6,0.0,0.0,0.0,0.0
1986 - 38H7,0.0,0.0,0.0,0.0
1986 - 38H8,0.0,0.0,0.0,0.0
1986 - 38H9,0.0,0.0,0.0,0.0
1986 - 38I0,0.0,0.0,0.0,0.0
1986 - 39F9,389.52,51.22,2.24,0.19
1986 - 39G0,242.8,3.95,0.98,0.0
1986 - 39G1,31.3,0.0,0.16,0.0
1986 - 39G2,0.0,0.0,0.0,0.0
1986 - 39G3,1695.72,71.02,14.97,0.05
1986 - 39G4,2044.01,544.07,24.8,5.68
1986 - 39G5,3295.29,2618.65,114.83,24.22
1986 - 39G6,2307.09,607.58,41.19,2.95
1986 - 39G7,1680.39,0.0,23.34,0.0
1986 - 39G8,2944.79,11.7,47.34,0.01
1986 - 39G9,2654.56,734.73,35.56,2.32
1986 - 39H0,3.9,0.0,0.0,0.0
1986 - 39H1,0.0,0.0,0.0,0.0
1986 - 39H2,0.0,0.0,0.0,0.0
1986 - 39H3,0.0,0.0,0.0,0.0
1986 - 39H4,0.0,0.0,0.0,0.0
1986 - 39H5,0.0,0.0,0.0,0.0
1986 - 39H6,0.0,0.0,0.0,0.0
1986 - 39H7,0.0,0.0,0.0,0.0
1986 - 39H8,0.0,0.0,0.0,0.0
1986 - 39H9,0.0,0.0,0.0,0.0
1986 - 39I0,0.0,0.0,0.0,0.0
1986 - 40F9,27.27,3.9,0.07,0.01
1986 - 40G0,554.19,0.0,2.19,0.0
1986 - 40G1,23.12,0.0,0.12,0.0
1986 - 40G2,142.96,0.0,0.45,0.0
1986 - 40G3,0.0,0.0,0.0,0.0
1986 - 40G4,804.71,144.02,9.12,0.35
1986 - 40G5,2197.63,463.41,32.99,1.85
1986 - 40G6,1668.62,81.79,18.12,0.12
1986 - 40G7,894.94,0.0,2.91,0.0
1986 - 40G8,3278.82,70.09,97.43,0.15
1986 - 40G9,1827.86,0.0,24.84,0.0
1986 - 40H0,81.65,0.0,0.14,0.0
1986 - 40H1,0.0,0.0,0.0,0.0
1986 - 40H2,0.0,0.0,0.0,0.0
1986 - 40H3,0.0,0.0,0.0,0.0
1986 - 40H4,0.0,0.0,0.0,0.0
1986 - 40H5,0.0,0.0,0.0,0.0
1986 - 40H6,0.0,0.0,0.0,0.0
1986 - 40H7,0.0,0.0,0.0,0.0
1986 - 40H8,0.0,0.0,0.0,0.0
1986 - 40H9,0.0,0.0,0.0,0.0
1986 - 40I0,0.0,0.0,0.0,0.0
1986 - 41F9,0.0,0.0,0.0,0.0
1986 - 41G0,145.87,0.0,0.44,0.0
1986 - 41G1,1003.77,15.33,2.97,0.01
1986 - 41G2,1069.06,0.0,4.88,0.0
1986 - 41G3,0.0,0.0,0.0,0.0
1986 - 41G4,0.0,0.0,0.0,0.0
1986 - 41G5,0.0,0.0,0.0,0.0
1986 - 41G6,603.38,0.0,4.33,0.0
1986 - 41G7,241.07,0.0,1.08,0.0
1986 - 41G8,1941.23,236.39,64.39,2.12
1986 - 41G9,2468.0,1289.57,111.48,19.71
1986 - 41H0,117.92,0.0,0.96,0.0
1986 - 41H1,0.0,0.0,0.0,0.0
1986 - 41H2,0.0,0.0,0.0,0.0
1986 - 41H3,0.0,0.0,0.0,0.0
1986 - 41H4,0.0,0.0,0.0,0.0
1986 - 41H5,0.0,0.0,0.0,0.0
1986 - 41H6,0.0,0.0,0.0,0.0
1986 - 41H7,0.0,0.0,0.0,0.0
1986 - 41H8,0.0,0.0,0.0,0.0
1986 - 41H9,0.0,0.0,0.0,0.0
1986 - 41I0,0.0,0.0,0.0,0.0
1986 - 42F9,0.0,0.0,0.0,0.0
1986 - 42G0,0.0,0.0,0.0,0.0
1986 - 42G1,0.0,0.0,0.0,0.0
1986 - 42G2,326.07,0.0,0.7,0.0
1986 - 42G3,0.0,0.0,0.0,0.0
1986 - 42G4,0.0,0.0,0.0,0.0
1986 - 42G5,0.0,0.0,0.0,0.0
1986 - 42G6,238.79,0.0,2.93,0.0
1986 - 42G7,2387.74,715.1,43.2,4.7
1986 - 42G8,690.8,407.71,24.61,6.85
1986 - 42G9,3397.22,3359.28,252.44,123.54
1986 - 42H0,1301.93,875.14,60.69,22.29
1986 - 42H1,0.0,0.0,0.0,0.0
1986 - 42H2,0.0,0.0,0.0,0.0
1986 - 42H3,0.0,0.0,0.0,0.0
1986 - 42H4,0.0,0.0,0.0,0.0
1986 - 42H5,0.0,0.0,0.0,0.0
1986 - 42H6,0.0,0.0,0.0,0.0
1986 - 42H7,0.0,0.0,0.0,0.0
1986 - 42H8,0.0,0.0,0.0,0.0
1986 - 42H9,0.0,0.0,0.0,0.0
1986 - 42I0,0.0,0.0,0.0,0.0
1986 - 43F9,0.0,0.0,0.0,0.0
1986 - 43G0,0.0,0.0,0.0,0.0
1986 - 43G1,0.0,0.0,0.0,0.0
1986 - 43G2,0.0,0.0,0.0,0.0
1986 - 43G3,0.0,0.0,0.0,0.0
1986 - 43G4,0.0,0.0,0.0,0.0
1986 - 43G5,0.0,0.0,0.0,0.0
1986 - 43G6,14.81,0.0,0.04,0.0
1986 - 43G7,2086.01,1162.41,47.89,14.05
1986 - 43G8,112.24,22.44,2.13,0.08
1986 - 43G9,2921.59,2271.3,219.95,107.52
1986 - 43H0,2088.95,1570.74,185.75,107.38
1986 - 43H1,0.0,0.0,0.0,0.0
1986 - 43H2,0.0,0.0,0.0,0.0
1986 - 43H3,0.0,0.0,0.0,0.0
1986 - 43H4,0.0,0.0,0.0,0.0
1986 - 43H5,0.0,0.0,0.0,0.0
1986 - 43H6,0.0,0.0,0.0,0.0
1986 - 43H7,0.0,0.0,0.0,0.0
1986 - 43H8,0.0,0.0,0.0,0.0
1986 - 43H9,0.0,0.0,0.0,0.0
1986 - 43I0,0.0,0.0,0.0,0.0
1986 - 44F9,0.0,0.0,0.0,0.0
1986 - 44G0,0.0,0.0,0.0,0.0
1986 - 44G1,0.0,0.0,0.0,0.0
1986 - 44G2,0.0,0.0,0.0,0.0
1986 - 44G3,0.0,0.0,0.0,0.0
1986 - 44G4,0.0,0.0,0.0,0.0
1986 - 44G5,0.0,0.0,0.0,0.0
