,A43ml,A1ml,V43ml,V1ml
2000 - 53H0,0.0,0.0,0.0,0.0
2000 - 53H1,0.0,0.0,0.0,0.0
2000 - 53H2,0.0,0.0,0.0,0.0
2000 - 53H3,0.0,0.0,0.0,0.0
2000 - 53H4,0.0,0.0,0.0,0.0
2000 - 53H5,0.0,0.0,0.0,0.0
2000 - 53H6,0.0,0.0,0.0,0.0
2000 - 53H7,0.0,0.0,0.0,0.0
2000 - 53H8,0.0,0.0,0.0,0.0
2000 - 53H9,0.0,0.0,0.0,0.0
2000 - 53I0,0.0,0.0,0.0,0.0
2000 - 54F9,0.0,0.0,0.0,0.0
2000 - 54G0,0.0,0.0,0.0,0.0
2000 - 54G1,0.0,0.0,0.0,0.0
2000 - 54G2,0.0,0.0,0.0,0.0
2000 - 54G3,0.0,0.0,0.0,0.0
2000 - 54G4,0.0,0.0,0.0,0.0
2000 - 54G5,0.0,0.0,0.0,0.0
2000 - 54G6,0.0,0.0,0.0,0.0
2000 - 54G7,0.0,0.0,0.0,0.0
2000 - 54G8,0.0,0.0,0.0,0.0
2000 - 54G9,0.0,0.0,0.0,0.0
2000 - 54H0,0.0,0.0,0.0,0.0
2000 - 54H1,0.0,0.0,0.0,0.0
2000 - 54H2,0.0,0.0,0.0,0.0
2000 - 54H3,0.0,0.0,0.0,0.0
2000 - 54H4,0.0,0.0,0.0,0.0
2000 - 54H5,0.0,0.0,0.0,0.0
2000 - 54H6,0.0,0.0,0.0,0.0
2000 - 54H7,0.0,0.0,0.0,0.0
2000 - 54H8,0.0,0.0,0.0,0.0
2000 - 54H9,0.0,0.0,0.0,0.0
2000 - 54I0,0.0,0.0,0.0,0.0
2000 - 55F9,0.0,0.0,0.0,0.0
2000 - 55G0,0.0,0.0,0.0,0.0
2000 - 55G1,0.0,0.0,0.0,0.0
2000 - 55G2,0.0,0.0,0.0,0.0
2000 - 55G3,0.0,0.0,0.0,0.0
2000 - 55G4,0.0,0.0,0.0,0.0
2000 - 55G5,0.0,0.0,0.0,0.0
2000 - 55G6,0.0,0.0,0.0,0.0
2000 - 55G7,0.0,0.0,0.0,0.0
2000 - 55G8,0.0,0.0,0.0,0.0
2000 - 55G9,0.0,0.0,0.0,0.0
2000 - 55H0,0.0,0.0,0.0,0.0
2000 - 55H1,0.0,0.0,0.0,0.0
2000 - 55H2,0.0,0.0,0.0,0.0
2000 - 55H3,0.0,0.0,0.0,0.0
2000 - 55H4,0.0,0.0,0.0,0.0
2000 - 55H5,0.0,0.0,0.0,0.0
2000 - 55H6,0.0,0.0,0.0,0.0
2000 - 55H7,0.0,0.0,0.0,0.0
2000 - 55H8,0.0,0.0,0.0,0.0
2000 - 55H9,0.0,0.0,0.0,0.0
2000 - 55I0,0.0,0.0,0.0,0.0
2000 - 56F9,0.0,0.0,0.0,0.0
2000 - 56G0,0.0,0.0,0.0,0.0
2000 - 56G1,0.0,0.0,0.0,0.0
2000 - 56G2,0.0,0.0,0.0,0.0
2000 - 56G3,0.0,0.0,0.0,0.0
2000 - 56G4,0.0,0.0,0.0,0.0
2000 - 56G5,0.0,0.0,0.0,0.0
2000 - 56G6,0.0,0.0,0.0,0.0
2000 - 56G7,0.0,0.0,0.0,0.0
2000 - 56G8,0.0,0.0,0.0,0.0
2000 - 56G9,0.0,0.0,0.0,0.0
2000 - 56H0,0.0,0.0,0.0,0.0
2000 - 56H1,0.0,0.0,0.0,0.0
2000 - 56H2,0.0,0.0,0.0,0.0
2000 - 56H3,0.0,0.0,0.0,0.0
2000 - 56H4,0.0,0.0,0.0,0.0
2000 - 56H5,0.0,0.0,0.0,0.0
2000 - 56H6,0.0,0.0,0.0,0.0
2000 - 56H7,0.0,0.0,0.0,0.0
2000 - 56H8,0.0,0.0,0.0,0.0
2000 - 56H9,0.0,0.0,0.0,0.0
2000 - 56I0,0.0,0.0,0.0,0.0
2000 - 57F9,0.0,0.0,0.0,0.0
2000 - 57G0,0.0,0.0,0.0,0.0
2000 - 57G1,0.0,0.0,0.0,0.0
2000 - 57G2,0.0,0.0,0.0,0.0
2000 - 57G3,0.0,0.0,0.0,0.0
2000 - 57G4,0.0,0.0,0.0,0.0
2000 - 57G5,0.0,0.0,0.0,0.0
2000 - 57G6,0.0,0.0,0.0,0.0
2000 - 57G7,0.0,0.0,0.0,0.0
2000 - 57G8,0.0,0.0,0.0,0.0
2000 - 57G9,0.0,0.0,0.0,0.0
2000 - 57H0,0.0,0.0,0.0,0.0
2000 - 57H1,0.0,0.0,0.0,0.0
2000 - 57H2,0.0,0.0,0.0,0.0
2000 - 57H3,0.0,0.0,0.0,0.0
2000 - 57H4,0.0,0.0,0.0,0.0
2000 - 57H5,0.0,0.0,0.0,0.0
2000 - 57H6,0.0,0.0,0.0,0.0
2000 - 57H7,0.0,0.0,0.0,0.0
2000 - 57H8,0.0,0.0,0.0,0.0
2000 - 57H9,0.0,0.0,0.0,0.0
2000 - 57I0,0.0,0.0,0.0,0.0
2000 - 58F9,0.0,0.0,0.0,0.0
2000 - 58G0,0.0,0.0,0.0,0.0
2000 - 58G1,0.0,0.0,0.0,0.0
2000 - 58G2,0.0,0.0,0.0,0.0
2000 - 58G3,0.0,0.0,0.0,0.0
2000 - 58G4,0.0,0.0,0.0,0.0
2000 - 58G5,0.0,0.0,0.0,0.0
2000 - 58G6,0.0,0.0,0.0,0.0
2000 - 58G7,0.0,0.0,0.0,0.0
2000 - 58G8,0.0,0.0,0.0,0.0
2000 - 58G9,0.0,0.0,0.0,0.0
2000 - 58H0,0.0,0.0,0.0,0.0
2000 - 58H1,0.0,0.0,0.0,0.0
2000 - 58H2,0.0,0.0,0.0,0.0
2000 - 58H3,0.0,0.0,0.0,0.0
2000 - 58H4,0.0,0.0,0.0,0.0
2000 - 58H5,0.0,0.0,0.0,0.0
2000 - 58H6,0.0,0.0,0.0,0.0
2000 - 58H7,0.0,0.0,0.0,0.0
2000 - 58H8,0.0,0.0,0.0,0.0
2000 - 58H9,0.0,0.0,0.0,0.0
2000 - 58I0,0.0,0.0,0.0,0.0
2000 - 59F9,0.0,0.0,0.0,0.0
2000 - 59G0,0.0,0.0,0.0,0.0
2000 - 59G1,0.0,0.0,0.0,0.0
2000 - 59G2,0.0,0.0,0.0,0.0
2000 - 59G3,0.0,0.0,0.0,0.0
2000 - 59G4,0.0,0.0,0.0,0.0
2000 - 59G5,0.0,0.0,0.0,0.0
2000 - 59G6,0.0,0.0,0.0,0.0
2000 - 59G7,0.0,0.0,0.0,0.0
2000 - 59G8,0.0,0.0,0.0,0.0
2000 - 59G9,0.0,0.0,0.0,0.0
2000 - 59H0,0.0,0.0,0.0,0.0
2000 - 59H1,0.0,0.0,0.0,0.0
2000 - 59H2,0.0,0.0,0.0,0.0
2000 - 59H3,0.0,0.0,0.0,0.0
2000 - 59H4,0.0,0.0,0.0,0.0
2000 - 59H5,0.0,0.0,0.0,0.0
2000 - 59H6,0.0,0.0,0.0,0.0
2000 - 59H7,0.0,0.0,0.0,0.0
2000 - 59H8,0.0,0.0,0.0,0.0
2000 - 59H9,0.0,0.0,0.0,0.0
2000 - 59I0,0.0,0.0,0.0,0.0
2000 - 60F9,0.0,0.0,0.0,0.0
2000 - 60G0,0.0,0.0,0.0,0.0
2000 - 60G1,0.0,0.0,0.0,0.0
2000 - 60G2,0.0,0.0,0.0,0.0
2000 - 60G3,0.0,0.0,0.0,0.0
2000 - 60G4,0.0,0.0,0.0,0.0
2000 - 60G5,0.0,0.0,0.0,0.0
2000 - 60G6,0.0,0.0,0.0,0.0
2000 - 60G7,0.0,0.0,0.0,0.0
2000 - 60G8,0.0,0.0,0.0,0.0
2000 - 60G9,0.0,0.0,0.0,0.0
2000 - 60H0,0.0,0.0,0.0,0.0
2000 - 60H1,0.0,0.0,0.0,0.0
2000 - 60H2,0.0,0.0,0.0,0.0
2000 - 60H3,0.0,0.0,0.0,0.0
2000 - 60H4,0.0,0.0,0.0,0.0
2000 - 60H5,0.0,0.0,0.0,0.0
2000 - 60H6,0.0,0.0,0.0,0.0
2000 - 60H7,0.0,0.0,0.0,0.0
2000 - 60H8,0.0,0.0,0.0,0.0
2000 - 60H9,0.0,0.0,0.0,0.0
2000 - 60I0,0.0,0.0,0.0,0.0
2001 - 35F9,0.0,0.0,0.0,0.0
2001 - 35G0,0.0,0.0,0.0,0.0
2001 - 35G1,0.0,0.0,0.0,0.0
2001 - 35G2,0.0,0.0,0.0,0.0
2001 - 35G3,0.0,0.0,0.0,0.0
2001 - 35G4,0.0,0.0,0.0,0.0
2001 - 35G5,0.0,0.0,0.0,0.0
2001 - 35G6,0.0,0.0,0.0,0.0
2001 - 35G7,0.0,0.0,0.0,0.0
2001 - 35G8,0.0,0.0,0.0,0.0
2001 - 35G9,0.0,0.0,0.0,0.0
2001 - 35H0,0.0,0.0,0.0,0.0
2001 - 35H1,0.0,0.0,0.0,0.0
2001 - 35H2,0.0,0.0,0.0,0.0
2001 - 35H3,0.0,0.0,0.0,0.0
2001 - 35H4,0.0,0.0,0.0,0.0
2001 - 35H5,0.0,0.0,0.0,0.0
2001 - 35H6,0.0,0.0,0.0,0.0
2001 - 35H7,0.0,0.0,0.0,0.0
2001 - 35H8,0.0,0.0,0.0,0.0
2001 - 35H9,0.0,0.0,0.0,0.0
2001 - 35I0,0.0,0.0,0.0,0.0
2001 - 36F9,0.0,0.0,0.0,0.0
2001 - 36G0,0.0,0.0,0.0,0.0
2001 - 36G1,0.0,0.0,0.0,0.0
2001 - 36G2,0.0,0.0,0.0,0.0
2001 - 36G3,0.0,0.0,0.0,0.0
2001 - 36G4,0.0,0.0,0.0,0.0
2001 - 36G5,0.0,0.0,0.0,0.0
2001 - 36G6,0.0,0.0,0.0,0.0
2001 - 36G7,0.0,0.0,0.0,0.0
2001 - 36G8,0.0,0.0,0.0,0.0
2001 - 36G9,0.0,0.0,0.0,0.0
2001 - 36H0,0.0,0.0,0.0,0.0
2001 - 36H1,0.0,0.0,0.0,0.0
2001 - 36H2,0.0,0.0,0.0,0.0
2001 - 36H3,0.0,0.0,0.0,0.0
2001 - 36H4,0.0,0.0,0.0,0.0
2001 - 36H5,0.0,0.0,0.0,0.0
2001 - 36H6,0.0,0.0,0.0,0.0
2001 - 36H7,0.0,0.0,0.0,0.0
2001 - 36H8,0.0,0.0,0.0,0.0
2001 - 36H9,0.0,0.0,0.0,0.0
2001 - 36I0,0.0,0.0,0.0,0.0
2001 - 37F9,0.0,0.0,0.0,0.0
2001 - 37G0,8.07,0.0,0.03,0.0
2001 - 37G1,1519.33,84.64,8.23,0.11
2001 - 37G2,200.52,40.06,1.09,0.09
2001 - 37G3,0.0,0.0,0.0,0.0
2001 - 37G4,0.0,0.0,0.0,0.0
2001 - 37G5,0.0,0.0,0.0,0.0
2001 - 37G6,0.0,0.0,0.0,0.0
2001 - 37G7,0.0,0.0,0.0,0.0
2001 - 37G8,20.0,0.0,0.13,0.0
2001 - 37G9,56.0,0.0,0.43,0.0
2001 - 37H0,0.0,0.0,0.0,0.0
2001 - 37H1,0.0,0.0,0.0,0.0
2001 - 37H2,0.0,0.0,0.0,0.0
2001 - 37H3,0.0,0.0,0.0,0.0
2001 - 37H4,0.0,0.0,0.0,0.0
2001 - 37H5,0.0,0.0,0.0,0.0
2001 - 37H6,0.0,0.0,0.0,0.0
2001 - 37H7,0.0,0.0,0.0,0.0
2001 - 37H8,0.0,0.0,0.0,0.0
2001 - 37H9,0.0,0.0,0.0,0.0
2001 - 37I0,0.0,0.0,0.0,0.0
2001 - 38F9,39.63,0.0,0.1,0.0
2001 - 38G0,539.76,15.8,1.88,0.02
2001 - 38G1,107.8,0.0,0.48,0.0
2001 - 38G2,243.22,3.99,0.73,0.0
2001 - 38G3,1064.98,0.0,7.77,0.0
2001 - 38G4,202.06,0.0,0.47,0.0
2001 - 38G5,1526.17,213.63,16.33,0.72
2001 - 38G6,35.57,0.0,0.16,0.0
2001 - 38G7,0.0,0.0,0.0,0.0
2001 - 38G8,765.82,75.31,18.14,0.44
2001 - 38G9,2112.38,1539.07,56.9,21.49
2001 - 38H0,0.0,0.0,0.0,0.0
2001 - 38H1,0.0,0.0,0.0,0.0
2001 - 38H2,0.0,0.0,0.0,0.0
2001 - 38H3,0.0,0.0,0.0,0.0
2001 - 38H4,0.0,0.0,0.0,0.0
2001 - 38H5,0.0,0.0,0.0,0.0
2001 - 38H6,0.0,0.0,0.0,0.0
2001 - 38H7,0.0,0.0,0.0,0.0
2001 - 38H8,0.0,0.0,0.0,0.0
2001 - 38H9,0.0,0.0,0.0,0.0
2001 - 38I0,0.0,0.0,0.0,0.0
2001 - 39F9,133.94,23.64,0.45,0.02
2001 - 39G0,172.42,31.57,0.8,0.05
2001 - 39G1,148.91,0.0,0.6,0.0
2001 - 39G2,0.0,0.0,0.0,0.0
2001 - 39G3,1789.91,0.0,13.02,0.0
2001 - 39G4,1249.74,0.0,12.13,0.0
2001 - 39G5,3079.21,2078.15,84.07,34.59
2001 - 39G6,1831.04,646.07,24.97,6.39
2001 - 39G7,1425.24,0.0,20.73,0.0
2001 - 39G8,2586.98,317.75,52.99,0.66
2001 - 39G9,3338.64,2577.62,84.93,32.75
2001 - 39H0,125.06,74.21,1.7,0.39
2001 - 39H1,0.0,0.0,0.0,0.0
2001 - 39H2,0.0,0.0,0.0,0.0
2001 - 39H3,0.0,0.0,0.0,0.0
2001 - 39H4,0.0,0.0,0.0,0.0
2001 - 39H5,0.0,0.0,0.0,0.0
2001 - 39H6,0.0,0.0,0.0,0.0
2001 - 39H7,0.0,0.0,0.0,0.0
2001 - 39H8,0.0,0.0,0.0,0.0
2001 - 39H9,0.0,0.0,0.0,0.0
2001 - 39I0,0.0,0.0,0.0,0.0
2001 - 40F9,97.28,0.0,0.24,0.0
2001 - 40G0,983.49,69.5,5.4,0.26
2001 - 40G1,107.99,3.86,0.32,0.0
2001 - 40G2,50.13,0.0,0.25,0.0
2001 - 40G3,0.0,0.0,0.0,0.0
2001 - 40G4,595.04,23.34,7.27,0.06
2001 - 40G5,1958.13,315.17,34.38,2.3
2001 - 40G6,1394.12,784.84,17.06,4.66
2001 - 40G7,478.26,19.38,2.76,0.02
2001 - 40G8,3081.7,1914.82,77.18,45.5
2001 - 40G9,3275.11,1256.87,70.58,14.61
2001 - 40H0,837.55,435.19,12.62,3.01
2001 - 40H1,0.0,0.0,0.0,0.0
2001 - 40H2,0.0,0.0,0.0,0.0
2001 - 40H3,0.0,0.0,0.0,0.0
2001 - 40H4,0.0,0.0,0.0,0.0
2001 - 40H5,0.0,0.0,0.0,0.0
2001 - 40H6,0.0,0.0,0.0,0.0
2001 - 40H7,0.0,0.0,0.0,0.0
2001 - 40H8,0.0,0.0,0.0,0.0
2001 - 40H9,0.0,0.0,0.0,0.0
2001 - 40I0,0.0,0.0,0.0,0.0
2001 - 41F9,0.0,0.0,0.0,0.0
2001 - 41G0,744.06,3.84,4.31,0.01
2001 - 41G1,1774.97,0.0,11.18,0.0
2001 - 41G2,1312.8,0.0,8.33,0.0
2001 - 41G3,0.0,0.0,0.0,0.0
2001 - 41G4,0.0,0.0,0.0,0.0
2001 - 41G5,0.0,0.0,0.0,0.0
2001 - 41G6,72.36,26.61,0.17,0.05
2001 - 41G7,0.0,0.0,0.0,0.0
2001 - 41G8,1833.97,1833.97,4.54,51.15
2001 - 41G9,3142.83,2517.66,116.51,100.09
2001 - 41H0,240.36,171.26,0.26,1.83
2001 - 41H1,0.0,0.0,0.0,0.0
2001 - 41H2,0.0,0.0,0.0,0.0
2001 - 41H3,0.0,0.0,0.0,0.0
2001 - 41H4,0.0,0.0,0.0,0.0
2001 - 41H5,0.0,0.0,0.0,0.0
2001 - 41H6,0.0,0.0,0.0,0.0
2001 - 41H7,0.0,0.0,0.0,0.0
2001 - 41H8,0.0,0.0,0.0,0.0
2001 - 41H9,0.0,0.0,0.0,0.0
2001 - 41I0,0.0,0.0,0.0,0.0
2001 - 42F9,0.0,0.0,0.0,0.0
2001 - 42G0,0.0,0.0,0.0,0.0
2001 - 42G1,0.0,0.0,0.0,0.0
2001 - 42G2,311.03,0.0,1.4,0.0
2001 - 42G3,0.0,0.0,0.0,0.0
2001 - 42G4,0.0,0.0,0.0,0.0
2001 - 42G5,0.0,0.0,0.0,0.0
2001 - 42G6,155.47,75.89,0.72,0.22
2001 - 42G7,1873.0,1684.99,3.54,18.87
2001 - 42G8,754.8,630.32,30.01,20.92
2001 - 42G9,3397.22,3397.22,207.77,246.31
2001 - 42H0,1324.76,1324.76,0.0,62.72
2001 - 42H1,0.0,0.0,0.0,0.0
2001 - 42H2,0.0,0.0,0.0,0.0
2001 - 42H3,0.0,0.0,0.0,0.0
2001 - 42H4,0.0,0.0,0.0,0.0
2001 - 42H5,0.0,0.0,0.0,0.0
2001 - 42H6,0.0,0.0,0.0,0.0
2001 - 42H7,0.0,0.0,0.0,0.0
2001 - 42H8,0.0,0.0,0.0,0.0
2001 - 42H9,0.0,0.0,0.0,0.0
2001 - 42I0,0.0,0.0,0.0,0.0
2001 - 43F9,0.0,0.0,0.0,0.0
2001 - 43G0,0.0,0.0,0.0,0.0
2001 - 43G1,0.0,0.0,0.0,0.0
2001 - 43G2,0.0,0.0,0.0,0.0
2001 - 43G3,0.0,0.0,0.0,0.0
2001 - 43G4,0.0,0.0,0.0,0.0
2001 - 43G5,0.0,0.0,0.0,0.0
2001 - 43G6,278.38,100.07,1.8,0.26
2001 - 43G7,2134.79,1676.57,51.86,28.45
2001 - 43G8,153.33,97.3,3.48,1.77
2001 - 43G9,3051.52,2906.74,226.83,212.01
2001 - 43H0,2025.42,1988.38,104.84,172.37
2001 - 43H1,0.0,0.0,0.0,0.0
2001 - 43H2,0.0,0.0,0.0,0.0
2001 - 43H3,0.0,0.0,0.0,0.0
2001 - 43H4,0.0,0.0,0.0,0.0
2001 - 43H5,0.0,0.0,0.0,0.0
2001 - 43H6,0.0,0.0,0.0,0.0
2001 - 43H7,0.0,0.0,0.0,0.0
2001 - 43H8,0.0,0.0,0.0,0.0
2001 - 43H9,0.0,0.0,0.0,0.0
2001 - 43I0,0.0,0.0,0.0,0.0
2001 - 44F9,0.0,0.0,0.0,0.0
2001 - 44G0,0.0,0.0,0.0,0.0
2001 - 44G1,0.0,0.0,0.0,0.0
2001 - 44G2,0.0,0.0,0.0,0.0
2001 - 44G3,0.0,0.0,0.0,0.0
2001 - 44G4,0.0,0.0,0.0,0.0
2001 - 44G5,0.0,0.0,0.0,0.0
2001 - 44G6,253.65,70.18,1.84,0.33
2001 - 44G7,3232.43,3041.33,148.68,106.62
2001 - 44G8,1326.52,1209.2,36.65,19.59
2001 - 44G9,1907.65,1742.27,89.4,67.31
2001 - 44H0,2871.37,2695.1,151.59,111.82
2001 - 44H1,124.24,32.87,1.45,0.17
2001 - 44H2,0.0,0.0,0.0,0.0
2001 - 44H3,0.0,0.0,0.0,0.0
2001 - 44H4,0.0,0.0,0.0,0.0
2001 - 44H5,0.0,0.0,0.0,0.0
2001 - 44H6,0.0,0.0,0.0,0.0
2001 - 44H7,0.0,0.0,0.0,0.0
2001 - 44H8,0.0,0.0,0.0,0.0
2001 - 44H9,0.0,0.0,0.0,0.0
2001 - 44I0,0.0,0.0,0.0,0.0
2001 - 45F9,0.0,0.0,0.0,0.0
2001 - 45G0,0.0,0.0,0.0,0.0
2001 - 45G1,0.0,0.0,0.0,0.0
2001 - 45G2,0.0,0.0,0.0,0.0
2001 - 45G3,0.0,0.0,0.0,0.0
2001 - 45G4,0.0,0.0,0.0,0.0
2001 - 45G5,0.0,0.0,0.0,0.0
2001 - 45G6,29.14,0.0,0.15,0.0
2001 - 45G7,2498.37,2060.24,128.21,83.79
2001 - 45G8,3216.87,3126.2,198.35,150.0
2001 - 45G9,2340.53,2141.33,128.74,101.31
2001 - 45H0,2995.65,2817.72,124.25,88.88
2001 - 45H1,530.63,266.84,8.64,2.75
2001 - 45H2,0.0,0.0,0.0,0.0
2001 - 45H3,0.0,0.0,0.0,0.0
2001 - 45H4,0.0,0.0,0.0,0.0
2001 - 45H5,0.0,0.0,0.0,0.0
2001 - 45H6,0.0,0.0,0.0,0.0
2001 - 45H7,0.0,0.0,0.0,0.0
2001 - 45H8,0.0,0.0,0.0,0.0
2001 - 45H9,0.0,0.0,0.0,0.0
2001 - 45I0,0.0,0.0,0.0,0.0
2001 - 46F9,0.0,0.0,0.0,0.0
2001 - 46G0,0.0,0.0,0.0,0.0
2001 - 46G1,0.0,0.0,0.0,0.0
2001 - 46G2,0.0,0.0,0.0,0.0
2001 - 46G3,0.0,0.0,0.0,0.0
2001 - 46G4,0.0,0.0,0.0,0.0
2001 - 46G5,0.0,0.0,0.0,0.0
2001 - 46G6,0.0,0.0,0.0,0.0
2001 - 46G7,140.17,21.57,1.91,0.11
2001 - 46G8,1961.77,1555.06,201.52,161.1
2001 - 46G9,2991.86,2675.44,165.48,120.81
2001 - 46H0,3210.72,3164.12,199.68,157.29
2001 - 46H1,1707.22,1092.27,36.83,16.19
2001 - 46H2,0.0,0.0,0.0,0.0
2001 - 46H3,0.0,0.0,0.0,0.0
2001 - 46H4,0.0,0.0,0.0,0.0
2001 - 46H5,0.0,0.0,0.0,0.0
2001 - 46H6,0.0,0.0,0.0,0.0
2001 - 46H7,0.0,0.0,0.0,0.0
2001 - 46H8,0.0,0.0,0.0,0.0
2001 - 46H9,0.0,0.0,0.0,0.0
2001 - 46I0,0.0,0.0,0.0,0.0
2001 - 47F9,0.0,0.0,0.0,0.0
2001 - 47G0,0.0,0.0,0.0,0.0
2001 - 47G1,0.0,0.0,0.0,0.0
2001 - 47G2,0.0,0.0,0.0,0.0
2001 - 47G3,0.0,0.0,0.0,0.0
2001 - 47G4,0.0,0.0,0.0,0.0
2001 - 47G5,0.0,0.0,0.0,0.0
2001 - 47G6,0.0,0.0,0.0,0.0
2001 - 47G7,0.0,0.0,0.0,0.0
2001 - 47G8,0.0,0.0,0.0,0.0
2001 - 47G9,559.16,24.81,7.12,0.28
2001 - 47H0,1487.52,697.28,52.87,18.25
2001 - 47H1,2213.93,1496.79,89.5,49.55
2001 - 47H2,1414.72,786.87,32.74,11.28
2001 - 47H3,721.59,217.01,12.07,0.8
2001 - 47H4,0.0,0.0,0.0,0.0
2001 - 47H5,0.0,0.0,0.0,0.0
2001 - 47H6,0.0,0.0,0.0,0.0
2001 - 47H7,0.0,0.0,0.0,0.0
2001 - 47H8,0.0,0.0,0.0,0.0
2001 - 47H9,0.0,0.0,0.0,0.0
2001 - 47I0,0.0,0.0,0.0,0.0
2001 - 48F9,0.0,0.0,0.0,0.0
2001 - 48G0,0.0,0.0,0.0,0.0
2001 - 48G1,0.0,0.0,0.0,0.0
2001 - 48G2,0.0,0.0,0.0,0.0
2001 - 48G3,0.0,0.0,0.0,0.0
2001 - 48G4,0.0,0.0,0.0,0.0
2001 - 48G5,0.0,0.0,0.0,0.0
2001 - 48G6,0.0,0.0,0.0,0.0
2001 - 48G7,0.0,0.0,0.0,0.0
2001 - 48G8,0.0,0.0,0.0,0.0
2001 - 48G9,0.0,0.0,0.0,0.0
2001 - 48H0,0.0,0.0,0.0,0.0
2001 - 48H1,27.94,0.0,0.15,0.0
2001 - 48H2,94.27,0.0,0.81,0.0
2001 - 48H3,627.24,69.82,7.19,0.13
2001 - 48H4,287.14,0.0,1.19,0.0
2001 - 48H5,375.82,0.0,1.86,0.0
2001 - 48H6,1475.48,197.47,32.39,0.92
2001 - 48H7,1138.94,44.83,18.49,0.07
2001 - 48H8,0.0,0.0,0.0,0.0
2001 - 48H9,0.0,0.0,0.0,0.0
2001 - 48I0,0.0,0.0,0.0,0.0
2001 - 49F9,0.0,0.0,0.0,0.0
2001 - 49G0,0.0,0.0,0.0,0.0
2001 - 49G1,0.0,0.0,0.0,0.0
2001 - 49G2,0.0,0.0,0.0,0.0
2001 - 49G3,0.0,0.0,0.0,0.0
2001 - 49G4,0.0,0.0,0.0,0.0
2001 - 49G5,0.0,0.0,0.0,0.0
2001 - 49G6,0.0,0.0,0.0,0.0
2001 - 49G7,0.0,0.0,0.0,0.0
2001 - 49G8,0.0,0.0,0.0,0.0
2001 - 49G9,0.0,0.0,0.0,0.0
2001 - 49H0,0.0,0.0,0.0,0.0
2001 - 49H1,0.0,0.0,0.0,0.0
2001 - 49H2,0.0,0.0,0.0,0.0
2001 - 49H3,0.0,0.0,0.0,0.0
2001 - 49H4,0.0,0.0,0.0,0.0
2001 - 49H5,92.86,0.0,0.66,0.0
2001 - 49H6,992.06,0.0,15.76,0.0
2001 - 49H7,905.14,82.32,17.11,0.11
2001 - 49H8,0.0,0.0,0.0,0.0
2001 - 49H9,0.0,0.0,0.0,0.0
2001 - 49I0,0.0,0.0,0.0,0.0
2001 - 50F9,0.0,0.0,0.0,0.0
2001 - 50G0,0.0,0.0,0.0,0.0
2001 - 50G1,0.0,0.0,0.0,0.0
2001 - 50G2,0.0,0.0,0.0,0.0
2001 - 50G3,0.0,0.0,0.0,0.0
2001 - 50G4,0.0,0.0,0.0,0.0
2001 - 50G5,0.0,0.0,0.0,0.0
2001 - 50G6,0.0,0.0,0.0,0.0
2001 - 50G7,0.0,0.0,0.0,0.0
2001 - 50G8,0.0,0.0,0.0,0.0
2001 - 50G9,0.0,0.0,0.0,0.0
2001 - 50H0,0.0,0.0,0.0,0.0
2001 - 50H1,0.0,0.0,0.0,0.0
2001 - 50H2,0.0,0.0,0.0,0.0
2001 - 50H3,0.0,0.0,0.0,0.0
2001 - 50H4,0.0,0.0,0.0,0.0
2001 - 50H5,0.0,0.0,0.0,0.0
2001 - 50H6,0.0,0.0,0.0,0.0
2001 - 50H7,0.0,0.0,0.0,0.0
2001 - 50H8,0.0,0.0,0.0,0.0
2001 - 50H9,0.0,0.0,0.0,0.0
2001 - 50I0,0.0,0.0,0.0,0.0
2001 - 51F9,0.0,0.0,0.0,0.0
2001 - 51G0,0.0,0.0,0.0,0.0
2001 - 51G1,0.0,0.0,0.0,0.0
2001 - 51G2,0.0,0.0,0.0,0.0
2001 - 51G3,0.0,0.0,0.0,0.0
2001 - 51G4,0.0,0.0,0.0,0.0
2001 - 51G5,0.0,0.0,0.0,0.0
2001 - 51G6,0.0,0.0,0.0,0.0
2001 - 51G7,0.0,0.0,0.0,0.0
2001 - 51G8,0.0,0.0,0.0,0.0
2001 - 51G9,0.0,0.0,0.0,0.0
2001 - 51H0,0.0,0.0,0.0,0.0
2001 - 51H1,0.0,0.0,0.0,0.0
2001 - 51H2,0.0,0.0,0.0,0.0
2001 - 51H3,0.0,0.0,0.0,0.0
2001 - 51H4,0.0,0.0,0.0,0.0
2001 - 51H5,0.0,0.0,0.0,0.0
2001 - 51H6,0.0,0.0,0.0,0.0
2001 - 51H7,0.0,0.0,0.0,0.0
2001 - 51H8,0.0,0.0,0.0,0.0
2001 - 51H9,0.0,0.0,0.0,0.0
2001 - 51I0,0.0,0.0,0.0,0.0
2001 - 52F9,0.0,0.0,0.0,0.0
2001 - 52G0,0.0,0.0,0.0,0.0
2001 - 52G1,0.0,0.0,0.0,0.0
2001 - 52G2,0.0,0.0,0.0,0.0
2001 - 52G3,0.0,0.0,0.0,0.0
2001 - 52G4,0.0,0.0,0.0,0.0
2001 - 52G5,0.0,0.0,0.0,0.0
2001 - 52G6,0.0,0.0,0.0,0.0
2001 - 52G7,0.0,0.0,0.0,0.0
2001 - 52G8,0.0,0.0,0.0,0.0
2001 - 52G9,0.0,0.0,0.0,0.0
2001 - 52H0,0.0,0.0,0.0,0.0
2001 - 52H1,0.0,0.0,0.0,0.0
2001 - 52H2,0.0,0.0,0.0,0.0
2001 - 52H3,0.0,0.0,0.0,0.0
2001 - 52H4,0.0,0.0,0.0,0.0
2001 - 52H5,0.0,0.0,0.0,0.0
